neighborhood,blockgroup,bedrooms,pct.of.blockgroup,pct.of.neighborhood
MENOMONEE RIVER HILLS EAST,550790013001,21,0.025703794369645042,0.008467741935483872
MENOMONEE RIVER PARKWAY,550790022001,722,0.99039780521262,1
MENOMONEE RIVER VALLEY,550790149002,12,0.03625377643504532,0.08391608391608392
MENOMONEE RIVER VALLEY,550791864001,2,0.2,0.013986013986013986
MENOMONEE RIVER VALLEY,550791864002,17,0.5,0.11888111888111888
MENOMONEE RIVER VALLEY,550791868001,80,0.18475750577367206,0.5594405594405595
MENOMONEE RIVER VALLEY,550791874001,32,0.07239819004524888,0.22377622377622378
MERRILL PARK,550790133001,543,0.5171428571428571,0.22465866776996277
MERRILL PARK,550790134001,487,1,0.20148944973107158
MERRILL PARK,550790134002,682,1,0.282167976830782
MERRILL PARK,550790134003,496,1,0.20521307405875053
MERRILL PARK,550790149001,51,0.30177514792899407,0.021100537856847332
MERRILL PARK,550790149002,158,0.4773413897280967,0.06537029375258585
METCALFE PARK,550790062003,274,0.5083487940630798,0.12437585111211984
METCALFE PARK,550790062004,288,0.4350453172205438,0.1307308216068997
METCALFE PARK,550790088001,259,0.3462566844919786,0.11756695415342715
METCALFE PARK,550790089002,606,0.8451882845188284,0.27507943713118477
METCALFE PARK,550790090001,228,0.3545878693623639,0.10349523377212891
METCALFE PARK,550790090002,20,0.0447427293064877,0.009078529278256923
METCALFE PARK,550790098001,330,0.2665589660743134,0.14979573309123922
METCALFE PARK,550790099001,198,0.2836676217765043,0.08987743985474353
MIDTOWN,550790097001,582,1,0.10562613430127042
MIDTOWN,550790098001,92,0.07431340872374798,0.016696914700544463
MIDTOWN,550790099001,395,0.5659025787965616,0.07168784029038112
MIDTOWN,550790099002,432,0.7140495867768595,0.07840290381125227
MIDTOWN,550790122001,221,0.4402390438247012,0.04010889292196007
MIDTOWN,550790122003,243,0.2565997888067582,0.0441016333938294
MIDTOWN,550790137001,291,0.6847058823529412,0.05281306715063521
MIDTOWN,550790148001,201,0.4878640776699029,0.03647912885662432
MIDTOWN,550791854002,248,0.4175084175084175,0.04500907441016334
MIDTOWN,550791858001,780,1,0.14156079854809436
MIDTOWN,550791858002,697,1,0.126497277676951
MIDTOWN,550791861001,721,1,0.1308529945553539
MIDTOWN,550791861002,607,1,0.11016333938294011
MILL VALLEY,550790003011,148,0.11314984709480122,1
MILLER VALLEY,550790123001,349,0.4503225806451613,0.6993987975951904
MILLER VALLEY,550790124001,128,0.0906515580736544,0.2565130260521042
MILLER VALLEY,550790125001,22,0.030095759233926128,0.04408817635270541
MITCHELL FIELD,550790210002,173,0.1211484593837535,0.6431226765799256
MITCHELL FIELD,550790217005,96,0.0986639260020555,0.35687732342007433
MITCHELL PARK,550791868001,48,0.11085450346420324,1
MITCHELL WEST,550790212002,99,0.34256055363321797,0.044
MITCHELL WEST,550790214001,578,0.6296296296296297,0.2568888888888889
MITCHELL WEST,550790216001,939,0.6251664447403462,0.41733333333333333
MITCHELL WEST,550790216002,634,0.4348422496570645,0.2817777777777778
MORGAN HEIGHTS,550790195001,859,0.5831636116768499,0.4439276485788114
MORGAN HEIGHTS,550790195002,1076,0.5121370775821038,0.5560723514211886
MORGANDALE,550790185001,1,0.0010905125408942203,1.1536686663590217e-4
MORGANDALE,550790201001,972,0.8725314183123878,0.1121365943700969
MORGANDALE,550790202001,647,0.7237136465324385,0.07464236271342871
MORGANDALE,550790202002,637,0.6049382716049383,0.07348869404706967
MORGANDALE,550790203001,1725,1,0.19900784494693124
MORGANDALE,550790203002,2165,1,0.24976926626672818
MORGANDALE,550790204002,395,0.5038265306122449,0.045569912321181356
MORGANDALE,550790204003,869,1,0.10025380710659898
MORGANDALE,550790205002,364,0.4328180737217598,0.04199353945546839
MORGANDALE,550790205003,893,1,0.10302261190586064
MOUNT MARY,550790054003,181,0.15752828546562228,0.08190045248868778
MOUNT MARY,550790055003,679,0.7223404255319149,0.3072398190045249
MOUNT MARY,550790056001,311,0.22103766879886283,0.1407239819004525
MOUNT MARY,550790056002,1039,1,0.47013574660633484
MOUNT OLIVET,550790200002,143,0.19751381215469613,1
MURRAY HILL,550790075003,498,0.28836132020845395,0.20977253580454927
MURRAY HILL,550790076001,126,0.2222222222222222,0.05307497893850042
MURRAY HILL,550790076002,99,0.2619047619047619,0.04170176916596462
MURRAY HILL,550790076003,62,0.24899598393574296,0.02611625947767481
MURRAY HILL,550790077001,542,1,0.22830665543386688
MURRAY HILL,550790077002,443,0.5621827411167513,0.18660488626790228
MURRAY HILL,550790077003,173,0.24927953890489912,0.07287278854254423
MURRAY HILL,550790078003,431,0.4100856327307326,0.18155012636899748
MUSKEGO WAY,550790162001,484,0.5209903121636168,0.06079638236402462
MUSKEGO WAY,550790162002,405,0.5728429985855729,0.05087300590378093
MUSKEGO WAY,550790163001,450,0.46296296296296297,0.05652556211531215
MUSKEGO WAY,550790163002,512,1,0.0643135284511996
MUSKEGO WAY,550790163003,706,1,0.08868232634091194
MUSKEGO WAY,550790163004,485,0.4004954582989265,0.06092199472428087
MUSKEGO WAY,550790169001,897,1,0.11267428714985554
MUSKEGO WAY,550790169002,1067,1,0.1340283883934179
MUSKEGO WAY,550790169003,696,1,0.08742620273834946
MUSKEGO WAY,550790170001,754,1,0.09471171963321191
MUSKEGO WAY,550790170002,710,1,0.08918477578193694
MUSKEGO WAY,550790170003,795,1,0.09986182640371813
NASH PARK,550790052001,861,1,0.3213885778275476
NASH PARK,550790052002,888,1,0.3314669652855543
NASH PARK,550790053001,930,1,0.3471444568868981
NATIONAL PARK,550790159001,464,0.5728395061728395,0.23281485198193677
NATIONAL PARK,550790159002,795,0.8128834355828221,0.39889613647767186
NATIONAL PARK,550790162002,220,0.31117397454031115,0.11038635223281486
NATIONAL PARK,550790162003,353,0.5372907153729072,0.17711991971901656
NATIONAL PARK,550791868001,161,0.371824480369515,0.08078273958855996
NEW COELN,550790217005,560,0.5755395683453237,1
NORTH DIVISION,550790066002,573,0.9982578397212544,0.0863341871327407
NORTH DIVISION,550790066003,846,1,0.12746722916980563
NORTH DIVISION,550790067002,373,0.4483173076923077,0.05620009040229019
NORTH DIVISION,550790084001,662,1,0.09974386017779117
NORTH DIVISION,550790084002,506,1,0.07623926472803978
NORTH DIVISION,550790085001,464,1,0.06991110441464517
NORTH DIVISION,550790085002,515,1,0.07759529908091005
NORTH DIVISION,550790086001,556,1,0.0837727889106524
NORTH DIVISION,550790086002,686,1,0.10335995178544523
NORTH DIVISION,550791854001,540,0.6157354618015963,0.08136206117221637
NORTH DIVISION,550791855001,538,0.7696709585121603,0.08106072020491185
NORTH DIVISION,550791855002,378,0.5279329608938548,0.05695344282055145
NORTH GRANVILLE,550790002011,25,0.0576036866359447,0.12376237623762376
NORTH GRANVILLE,550790002012,177,0.3397312859884837,0.8762376237623762
NORTH MEADOWS,550790002012,333,0.6391554702495201,0.9970059880239521
NORTH MEADOWS,550790002013,1,1,0.0029940119760479044
NORTHPOINT,550790075003,415,0.24030110017371165,0.22444564629529476
NORTHPOINT,550790076001,441,0.7777777777777778,0.23850730124391564
NORTHPOINT,550790076002,279,0.7380952380952381,0.1508923742563548
NORTHPOINT,550790076003,187,0.751004016064257,0.10113574905354246
NORTHPOINT,550791869001,69,0.9452054794520548,0.03731746890210925
NORTHPOINT,550791870001,458,1,0.24770146024878312
NORTHRIDGE,550790001011,121,0.2827102803738318,0.18935837245696402
NORTHRIDGE,550790001012,518,0.9942418426103646,0.810641627543036
NORTHRIDGE LAKES,550790001013,24,1,0.15789473684210525
NORTHRIDGE LAKES,550790001014,128,1,0.8421052631578947
OLD NORTH MILWAUKEE,550790020001,816,1,0.08167350615553999
OLD NORTH MILWAUKEE,550790020002,224,0.4392156862745098,0.02242017816034431
OLD NORTH MILWAUKEE,550790021001,697,1,0.06976278650785707
OLD NORTH MILWAUKEE,550790021002,602,1,0.06025422880592533
OLD NORTH MILWAUKEE,550790021003,675,1,0.06756080472425183
OLD NORTH MILWAUKEE,550790022002,181,0.14848236259228875,0.018116304674206787
OLD NORTH MILWAUKEE,550790024001,605,1,0.06055449904914423
OLD NORTH MILWAUKEE,550790024002,557,1,0.05575017515764188
OLD NORTH MILWAUKEE,550790024003,585,1,0.058552697427684916
OLD NORTH MILWAUKEE,550790025001,612,1,0.06125512961665499
OLD NORTH MILWAUKEE,550790025002,417,1,0.041737563807426686
OLD NORTH MILWAUKEE,550790025003,711,1,0.07116404764287859
OLD NORTH MILWAUKEE,550790026001,797,1,0.07977179461515364
OLD NORTH MILWAUKEE,550790026002,1234,1,0.12351116004403964
OLD NORTH MILWAUKEE,550790026003,625,1,0.06255630067060354
OLD NORTH MILWAUKEE,550790041001,137,0.24551971326164876,0.013712341106996297
OLD NORTH MILWAUKEE,550790042001,49,0.11085972850678733,0.004904413972575318
OLD NORTH MILWAUKEE,550790042004,467,0.6441379310344828,0.046742067861074967
PARK KNOLL,550790003011,1160,0.8868501529051988,0.8238636363636364
PARK KNOLL,550790005011,248,0.4760076775431862,0.17613636363636365
PARK PLACE,550790002023,318,0.20463320463320464,1
PARK VIEW,550791862002,479,0.9193857965451055,1
PARK WEST,550790063002,569,1,0.10146219686162625
PARK WEST,550790064002,757,1,0.13498573466476463
PARK WEST,550790064003,724,1,0.1291012838801712
PARK WEST,550790087001,633,1,0.11287446504992868
PARK WEST,550790087002,703,1,0.12535663338088446
PARK WEST,550790088001,489,0.6537433155080213,0.08719686162624822
PARK WEST,550790088002,1003,1,0.17885164051355207
PARK WEST,550790089002,106,0.14783821478382148,0.018901569186875893
PARK WEST,550790099001,105,0.1504297994269341,0.018723252496433668
PARK WEST,550790099002,173,0.2859504132231405,0.030848787446504992
PARK WEST,550791854002,346,0.5824915824915825,0.061697574893009983
PARKWAY HILLS,550790005021,499,0.8180327868852459,0.9842209072978304
PARKWAY HILLS,550790014002,8,0.010403120936280884,0.015779092702169626
PHEASANT RUN,550790002021,1802,0.8842001962708538,1
POLLBER HEIGHTS,550790001022,278,0.21752738654147105,1
POLONIA,550790185001,11,0.011995637949836423,0.002414398595258999
POLONIA,550790186003,670,1,0.14705882352941177
POLONIA,550790187003,1020,1,0.22388059701492538
POLONIA,550790201001,56,0.05026929982046679,0.012291483757682178
POLONIA,550790204001,1042,1,0.22870939420544337
POLONIA,550790204002,389,0.4961734693877551,0.0853819139596137
POLONIA,550790205001,891,1,0.19556628621597894
POLONIA,550790205002,477,0.5671819262782402,0.10469710272168568
RED OAK HEIGHTS,550790197002,745,0.5064581917063222,1
RIDGEVIEW,550790001011,307,0.7172897196261683,1
RIVER BEND,550790196001,818,1,0.5128526645768025
RIVER BEND,550790196002,777,1,0.4871473354231975
RIVERSIDE PARK,550790077002,345,0.43781725888324874,0.34534534534534533
RIVERSIDE PARK,550790077003,521,0.7507204610951008,0.5215215215215215
RIVERSIDE PARK,550790078003,133,0.12654614652711704,0.13313313313313313
RIVERTON HEIGHTS,550790002022,858,0.7383820998278829,1
RIVERWEST,550790044001,173,0.6811023622047244,0.01701918347270044
RIVERWEST,550790071001,762,1,0.0749631087063453
RIVERWEST,550790071002,1229,1,0.12090506640432858
RIVERWEST,550790072001,837,1,0.0823413674372848
RIVERWEST,550790072002,999,1,0.09827840629611412
RIVERWEST,550790072003,731,1,0.07191342843089031
RIVERWEST,550790079001,746,1,0.07338908017707821
RIVERWEST,550790079002,949,1,0.09335956714215445
RIVERWEST,550790080001,942,1,0.0926709296606001
RIVERWEST,550790080002,1018,1,0.10014756517461879
RIVERWEST,550790107001,858,1,0.08440727988194786
RIVERWEST,550790107002,921,1,0.09060501721593704
ROLLING GREEN,550790197003,730,0.6734317343173432,0.4224537037037037
ROLLING GREEN,550790197004,998,0.837248322147651,0.5775462962962963
ROOSEVELT GROVE,550790038001,328,0.5141065830721003,0.06393762183235867
ROOSEVELT GROVE,550790038002,511,0.584,0.09961013645224172
ROOSEVELT GROVE,550790038003,16,0.02069857697283312,0.0031189083820662767
ROOSEVELT GROVE,550790039001,645,1,0.12573099415204678
ROOSEVELT GROVE,550790039002,819,1,0.15964912280701754
ROOSEVELT GROVE,550790039003,1187,1,0.23138401559454191
ROOSEVELT GROVE,550790047004,3,0.002570694087403599,5.847953216374269e-4
ROOSEVELT GROVE,550790048001,837,0.8344965104685942,0.1631578947368421
ROOSEVELT GROVE,550790048002,244,0.3257676902536716,0.047563352826510724
ROOSEVELT GROVE,550790048003,40,0.04040404040404041,0.007797270955165692
ROOSEVELT GROVE,550790063003,500,0.8944543828264758,0.09746588693957114
ROOT CREEK,550790198002,222,0.3512658227848101,0.15891195418754475
ROOT CREEK,550790198003,928,1,0.6642806012884753
ROOT CREEK,550790198004,243,0.3310626702997275,0.1739441660701503
ROOT CREEK,550790199004,4,0.006201550387596899,0.002863278453829635
RUFUS KING,550790023003,2,0.001968503937007874,4.084967320261438e-4
RUFUS KING,550790043001,609,1,0.12438725490196079
RUFUS KING,550790043002,551,0.6311569301260023,0.11254084967320262
RUFUS KING,550790043003,1030,1,0.21037581699346405
RUFUS KING,550790043004,839,1,0.17136437908496732
RUFUS KING,550790043005,611,1,0.12479575163398693
RUFUS KING,550790043006,725,1,0.14808006535947713
RUFUS KING,550790043007,529,1,0.10804738562091504
SAINT JOSEPH,550790049001,653,0.3392207792207792,0.09652623798965262
SAINT JOSEPH,550790049002,565,0.3192090395480226,0.0835181079083518
SAINT JOSEPH,550790049003,253,0.2682926829268293,0.03739837398373984
SAINT JOSEPH,550790050001,414,0.2865051903114187,0.06119733924611973
SAINT JOSEPH,550790050002,652,0.555366269165247,0.09637841832963784
SAINT JOSEPH,550790050003,489,0.5202127659574468,0.07228381374722838
SAINT JOSEPH,550790059001,777,0.70508166969147,0.11485587583148558
SAINT JOSEPH,550790059002,650,0.69593147751606,0.09608277900960828
SAINT JOSEPH,550790060001,577,0.7071078431372549,0.0852919438285292
SAINT JOSEPH,550790060003,751,0.8207650273224044,0.11101256467110125
SAINT JOSEPH,550790061001,209,0.25059952038369304,0.030894308943089432
SAINT JOSEPH,550790061002,266,0.35945945945945945,0.039320029563932005
SAINT JOSEPH,550790061003,509,0.5084915084915085,0.07524020694752402
SAVELAND PARK,550790185001,833,0.9083969465648855,0.4592061742006615
SAVELAND PARK,550790185002,981,1,0.5407938257993384
SCHLITZ PARK,550790114001,14,0.03357314148681055,1
SERVITE WOODS,550790001021,16,0.5,1
SHERMAN PARK,550790048001,166,0.16550348953140578,0.02453443689033402
SHERMAN PARK,550790048002,505,0.6742323097463284,0.07463789535914868
SHERMAN PARK,550790048003,950,0.9595959595959596,0.14040792196275495
SHERMAN PARK,550790048004,1047,1,0.1547443097842152
SHERMAN PARK,550790061001,625,0.749400479616307,0.09237363287023352
SHERMAN PARK,550790061002,202,0.27297297297297296,0.029855158143659473
SHERMAN PARK,550790062001,706,1,0.10434525569021579
SHERMAN PARK,550790062002,629,1,0.09296482412060302
SHERMAN PARK,550790062003,265,0.49165120593692024,0.039166420336979015
SHERMAN PARK,550790062004,374,0.5649546827794562,0.05527638190954774
SHERMAN PARK,550790063003,59,0.10554561717352415,0.008720070942950044
SHERMAN PARK,550790089001,490,1,0.07242092817026308
SHERMAN PARK,550790089002,5,0.00697350069735007,7.389890629618681e-4
SHERMAN PARK,550790090001,415,0.645412130637636,0.06133609222583506
SHERMAN PARK,550790090002,47,0.10514541387024609,0.006946497191841561
SHERMAN PARK,550790091001,228,0.22485207100591717,0.03369790127106119
SHERMAN PARK,550790091002,53,0.10536779324055666,0.007833284067395802
SILVER CITY,550790160001,871,1,0.23895747599451303
SILVER CITY,550790160002,1483,1,0.40685871056241424
SILVER CITY,550790161001,351,0.555379746835443,0.0962962962962963
SILVER CITY,550790161002,421,0.42741116751269037,0.11550068587105625
SILVER CITY,550790161003,482,0.44878957169459965,0.13223593964334704
SILVER CITY,550791868001,37,0.08545034642032333,0.010150891632373114
SILVER SPRING,550790012001,213,0.2751937984496124,0.02382283860865675
SILVER SPRING,550790012002,687,1,0.07683704283637177
SILVER SPRING,550790012003,444,1,0.04965887484621407
SILVER SPRING,550790013001,796,0.9742962056303549,0.08902807292249189
SILVER SPRING,550790013002,1027,1,0.11486410916004922
SILVER SPRING,550790013003,939,1,0.10502180964097976
SILVER SPRING,550790013004,745,1,0.08332401297394028
SILVER SPRING,550790015001,1103,1,0.12336427692651829
SILVER SPRING,550790015002,647,1,0.07236327032770383
SILVER SPRING,550790016001,21,0.023127753303964757,0.0023487305670506654
SILVER SPRING,550790018001,517,1,0.05782350967453305
SILVER SPRING,550790018002,730,1,0.0816463482831898
SILVER SPRING,550790018003,520,0.9138840070298769,0.05815904261268315
SILVER SPRING,550790019003,552,0.812960235640648,0.061738060619617494
SILVER SWAN,550790005022,1367,1,0.6714145383104125
SILVER SWAN,550790015003,669,1,0.3285854616895874
SOUTHGATE,550790200001,268,0.19239052404881551,0.18268575323790048
SOUTHGATE,550790201001,64,0.05745062836624776,0.043626448534423996
SOUTHGATE,550790201002,116,1,0.0790729379686435
SOUTHGATE,550790201003,1019,0.9960899315738025,0.6946148602590321
SOUTHPOINT,550790200002,15,0.020718232044198894,0.009771986970684038
SOUTHPOINT,550790202001,247,0.27628635346756153,0.16091205211726384
SOUTHPOINT,550790202002,416,0.3950617283950617,0.2710097719869707
SOUTHPOINT,550790202003,857,1,0.5583061889250814
ST. AMELIAN'S,550790054001,435,1,0.3553921568627451
ST. AMELIAN'S,550790054002,789,0.7057245080500895,0.6446078431372549
STORY HILL,550790125001,700,0.957592339261286,0.3682272488164124
STORY HILL,550790125002,1166,0.8662704309063893,0.6133613887427669
STORY HILL,550790126001,35,0.04,0.01841136244082062
SUNSET HEIGHTS,550790038001,162,0.25391849529780564,0.0351409978308026
SUNSET HEIGHTS,550790038003,67,0.08667529107373868,0.014533622559652928
SUNSET HEIGHTS,550790049001,1272,0.6607792207792208,0.2759219088937093
SUNSET HEIGHTS,550790049002,1205,0.6807909604519774,0.2613882863340564
SUNSET HEIGHTS,550790049003,681,0.7221633085896076,0.1477223427331887
SUNSET HEIGHTS,550790050001,772,0.5342560553633218,0.16746203904555315
SUNSET HEIGHTS,550790050003,451,0.4797872340425532,0.09783080260303688
THE VALLEY / PIGSVILLE,550790125001,2,0.0027359781121751026,0.003929273084479371
THE VALLEY / PIGSVILLE,550790133001,507,0.4828571428571429,0.9960707269155207
THURSTON WOODS,550790010001,447,0.9696312364425163,0.12100703844071467
THURSTON WOODS,550790010002,822,1,0.22252301028695182
THURSTON WOODS,550790010003,971,1,0.26285868976719
THURSTON WOODS,550790010004,912,1,0.24688684353004872
THURSTON WOODS,550790011003,542,1,0.14672441797509475
TIMMERMAN AIRPORT,550790005012,6,0.0030643513789581204,0.03278688524590164
TIMMERMAN AIRPORT,550790005013,177,0.5379939209726444,0.9672131147540983
TIMMERMAN WEST,550790004001,850,1,0.2761533463287849
TIMMERMAN WEST,550790004002,85,1,0.02761533463287849
TIMMERMAN WEST,550790005011,49,0.09404990403071017,0.015919428200129954
TIMMERMAN WEST,550790005012,1952,0.9969356486210419,0.6341780376868096
TIMMERMAN WEST,550790005013,142,0.4316109422492401,0.04613385315139701
TIPPECANOE,550790206001,745,0.40226781857451405,0.11164393825865428
TIPPECANOE,550790206002,864,0.41518500720807305,0.12947699685298966
TIPPECANOE,550790207002,631,1,0.09456016784055148
TIPPECANOE,550790207003,1068,1,0.16004795444327888
TIPPECANOE,550790207004,814,1,0.12198411509066387
TIPPECANOE,550790207005,464,0.6657101865136298,0.06953394275438333
TIPPECANOE,550790209001,477,0.6394101876675603,0.07148209201258804
TIPPECANOE,550790209003,944,1,0.14146560767271094
TIPPECANOE,550790211001,666,0.402416918429003,0.09980518507417953
TOWN & COUNTRY MANOR,550790008001,651,0.6038961038961039,0.3276295923502768
TOWN & COUNTRY MANOR,550790009001,621,0.44676258992805756,0.3125314544539507
TOWN & COUNTRY MANOR,550790009002,715,0.9073604060913706,0.3598389531957725
TOWN OF LAKE,550790209001,269,0.3605898123324397,0.046061643835616436
TOWN OF LAKE,550790209002,1111,1,0.19023972602739725
TOWN OF LAKE,550790210001,973,1,0.16660958904109588
TOWN OF LAKE,550790210002,1255,0.8788515406162465,0.2148972602739726
TOWN OF LAKE,550790211001,989,0.5975830815709969,0.16934931506849316
TOWN OF LAKE,550790212001,1243,1,0.21284246575342466
TRIANGLE,550791854001,21,0.02394526795895097,0.03910614525139665
TRIANGLE,550791859001,516,0.5560344827586207,0.9608938547486033
TRIANGLE NORTH,550790141001,1,0.016666666666666666,9.900990099009901e-4
TRIANGLE NORTH,550791854001,316,0.3603192702394527,0.31287128712871287
TRIANGLE NORTH,550791855001,160,0.22889842632331903,0.15841584158415842
TRIANGLE NORTH,550791855002,338,0.4720670391061452,0.3346534653465347
TRIANGLE NORTH,550791859001,190,0.20474137931034483,0.18811881188118812
TRIANGLE NORTH,550791860001,5,0.016129032258064516,0.0049504950495049506
TRIPOLI PARK,550790009001,769,0.5532374100719425,1
UPPER EAST SIDE,550790075001,924,1,0.2074539739559946
UPPER EAST SIDE,550790075002,1109,1,0.24898967220475976
UPPER EAST SIDE,550790075003,814,0.4713375796178344,0.18275707229456667
UPPER EAST SIDE,550790078001,571,0.6316371681415929,0.12819937135159407
UPPER EAST SIDE,550790078002,549,0.6836861768368617,0.12325999101930848
UPPER EAST SIDE,550790078003,487,0.46336822074215034,0.10933991917377638
UPTOWN,550790059003,505,0.781733746130031,0.08761276891047884
UPTOWN,550790059004,611,0.7803320561941252,0.10600277585010409
UPTOWN,550790060001,239,0.2928921568627451,0.041464260929909784
UPTOWN,550790060002,757,1,0.1313324080499653
UPTOWN,550790060003,164,0.17923497267759564,0.028452463566967384
UPTOWN,550790061002,272,0.3675675675675676,0.04718945176960444
UPTOWN,550790061003,492,0.4915084915084915,0.08535739070090215
UPTOWN,550790091001,786,0.7751479289940828,0.13636363636363635
UPTOWN,550790091002,96,0.1908548707753479,0.016655100624566273
UPTOWN,550790092001,589,1,0.10218598195697433
UPTOWN,550790093001,381,0.6580310880829016,0.0660999306037474
UPTOWN,550790093002,272,0.2176,0.04718945176960444
UPTOWN,550790093003,600,0.6376195536663124,0.1040943789035392
VALHALLA,550790005013,10,0.030395136778115502,0.005737234652897304
VALHALLA,550790005023,188,1,0.1078600114744693
VALHALLA,550790016001,887,0.9768722466960352,0.5088927137119909
VALHALLA,550790016002,609,1,0.3493975903614458
VALHALLA,550790018003,49,0.08611599297012303,0.028112449799196786
VALLEY FORGE,550790125002,179,0.13298662704309064,1
VETERANS AFFAIRS,550791868001,1,0.0023094688221709007,1
VOGEL PARK,550790017003,81,0.17307692307692307,0.06766917293233082
VOGEL PARK,550790017004,699,1,0.5839598997493735
VOGEL PARK,550790017005,417,1,0.3483709273182957
WAHL PARK,550790027001,956,1,0.35276752767527675
WAHL PARK,550790027002,877,0.866600790513834,0.3236162361623616
WAHL PARK,550790031001,877,0.9932049830124575,0.3236162361623616
WALKER'S POINT,550790157001,318,1,0.06058296818441608
WALKER'S POINT,550790157002,666,1,0.12688131072585254
WALKER'S POINT,550790157003,415,1,0.07906267860544866
WALKER'S POINT,550790157004,649,1,0.12364259859020765
WALKER'S POINT,550790164001,472,1,0.08992188988378738
WALKER'S POINT,550790164004,733,1,0.13964564678986474
WALKER'S POINT,550790165001,280,0.5118829981718465,0.053343493998856926
WALKER'S POINT,550790165002,108,0.1925133689839572,0.020575347685273384
WALKER'S POINT,550790165003,36,0.05844155844155844,0.006858449228424462
WALKER'S POINT,550791865001,829,0.9099890230515917,0.15793484473232997
WALKER'S POINT,550791865002,560,1,0.10668698799771385
WALKER'S POINT,550791868001,106,0.24480369515011546,0.020194322728138692
WALKER'S POINT,550791874001,77,0.17420814479638008,0.014669460849685654
WALNUT HILL,550790097002,855,1,0.40406427221172025
WALNUT HILL,550790098001,816,0.6591276252019386,0.3856332703213611
WALNUT HILL,550790122001,281,0.5597609561752988,0.1327977315689981
WALNUT HILL,550790122003,164,0.17317845828933473,0.07750472589792061
WASHINGTON HEIGHTS,550790092002,1035,1,0.12605042016806722
WASHINGTON HEIGHTS,550790093001,198,0.34196891191709844,0.02411399342345634
WASHINGTON HEIGHTS,550790093002,978,0.7824,0.11910851297040555
WASHINGTON HEIGHTS,550790093003,341,0.36238044633368754,0.04152965534039703
WASHINGTON HEIGHTS,550790094001,855,1,0.1041286079649251
WASHINGTON HEIGHTS,550790094002,975,1,0.11874314943368652
WASHINGTON HEIGHTS,550790094003,1183,1,0.14407502131287298
WASHINGTON HEIGHTS,550790095001,942,1,0.11472415052977712
WASHINGTON HEIGHTS,550790095002,824,1,0.10035318475216173
WASHINGTON HEIGHTS,550790095003,880,1,0.1071733041042504
WASHINGTON PARK,550790090002,380,0.8501118568232662,0.08616780045351474
WASHINGTON PARK,550790090003,1001,1,0.22698412698412698
WASHINGTON PARK,550790091002,354,0.7037773359840954,0.08027210884353742
WASHINGTON PARK,550790091003,673,1,0.1526077097505669
WASHINGTON PARK,550790096001,1229,1,0.27868480725623584
WASHINGTON PARK,550790096002,773,1,0.17528344671201815
WEDGEWOOD,550790197001,870,1,0.5451127819548872
WEDGEWOOD,550790197002,726,0.4935418082936778,0.4548872180451128
WEST VIEW,550790194002,1098,1,1
WHISPERING HILLS,550790001023,33,0.28448275862068967,1
WHITE MANOR,550790192001,365,0.4697554697554698,0.22067714631197097
WHITE MANOR,550790192002,746,1,0.45102781136638453
WHITE MANOR,550790192003,543,0.6926020408163265,0.3282950423216445
WICK FIELD,550790124002,583,0.5772277227722772,0.9982876712328768
WICK FIELD,550790125002,1,7.429420505200594e-4,0.0017123287671232876
WILLIAMSBURG,550790044001,16,0.06299212598425197,0.006683375104427736
WILLIAMSBURG,550790044002,1083,1,0.4523809523809524
WILLIAMSBURG,550790044003,589,0.9949324324324325,0.24603174603174602
WILLIAMSBURG,550790045001,706,1,0.29490392648287383
WILSON PARK,550790212002,190,0.657439446366782,0.08581752484191509
WILSON PARK,550790213001,1108,1,0.5004516711833785
WILSON PARK,550790214001,325,0.3540305010893246,0.14679313459801266
WILSON PARK,550790214002,591,0.9516908212560387,0.2669376693766938
WOODLAND COURT,550790197003,354,0.32656826568265684,0.6459854014598541
WOODLAND COURT,550790197004,194,0.16275167785234898,0.354014598540146
WYRICK PARK,550790008001,427,0.3961038961038961,1
YANKEE HILL,550790110002,31,0.2672413793103448,0.3229166666666667
YANKEE HILL,550790111002,35,1,0.3645833333333333
YANKEE HILL,550790113002,5,0.8333333333333334,0.052083333333333336
YANKEE HILL,550790143001,22,1,0.22916666666666666
YANKEE HILL,550790144002,1,0.017241379310344827,0.010416666666666666
YANKEE HILL,550791869001,2,0.0273972602739726,0.020833333333333332
