neighborhood,block,bedrooms,pct.of.block,pct.of.neighborhood
MITCHELL PARK,550791868001060,6,1,0.125
MITCHELL WEST,550790212002004,22,1,0.009777777777777778
MITCHELL WEST,550790212002005,37,1,0.016444444444444446
MITCHELL WEST,550790212002006,40,1,0.017777777777777778
MITCHELL WEST,550790214001010,161,1,0.07155555555555555
MITCHELL WEST,550790214001011,100,1,0.044444444444444446
MITCHELL WEST,550790214001012,80,1,0.035555555555555556
MITCHELL WEST,550790214001013,131,1,0.058222222222222224
MITCHELL WEST,550790214001016,106,1,0.04711111111111111
MITCHELL WEST,550790216001000,2,1,8.888888888888889e-4
MITCHELL WEST,550790216001001,35,1,0.015555555555555555
MITCHELL WEST,550790216001002,10,1,0.0044444444444444444
MITCHELL WEST,550790216001003,106,1,0.04711111111111111
MITCHELL WEST,550790216001004,76,1,0.033777777777777775
MITCHELL WEST,550790216001005,19,1,0.008444444444444444
MITCHELL WEST,550790216001008,67,1,0.029777777777777778
MITCHELL WEST,550790216001009,100,1,0.044444444444444446
MITCHELL WEST,550790216001010,288,1,0.128
MITCHELL WEST,550790216001011,57,1,0.025333333333333333
MITCHELL WEST,550790216001012,89,1,0.03955555555555555
MITCHELL WEST,550790216001013,84,1,0.037333333333333336
MITCHELL WEST,550790216001014,6,1,0.0026666666666666666
MITCHELL WEST,550790216002000,303,1,0.13466666666666666
MITCHELL WEST,550790216002001,54,1,0.024
MITCHELL WEST,550790216002002,54,1,0.024
MITCHELL WEST,550790216002003,84,1,0.037333333333333336
MITCHELL WEST,550790216002012,111,1,0.04933333333333333
MITCHELL WEST,550790216002013,28,1,0.012444444444444444
MORGAN HEIGHTS,550790195001000,47,1,0.02428940568475452
MORGAN HEIGHTS,550790195001001,60,1,0.031007751937984496
MORGAN HEIGHTS,550790195001002,58,1,0.029974160206718347
MORGAN HEIGHTS,550790195001003,71,1,0.03669250645994832
MORGAN HEIGHTS,550790195001004,73,1,0.03772609819121447
MORGAN HEIGHTS,550790195001009,63,1,0.03255813953488372
MORGAN HEIGHTS,550790195001010,65,1,0.03359173126614987
MORGAN HEIGHTS,550790195001011,44,1,0.022739018087855296
MORGAN HEIGHTS,550790195001012,57,1,0.02945736434108527
MORGAN HEIGHTS,550790195001013,71,1,0.03669250645994832
MORGAN HEIGHTS,550790195001014,65,1,0.03359173126614987
MORGAN HEIGHTS,550790195001015,69,1,0.03565891472868217
MORGAN HEIGHTS,550790195001016,116,1,0.059948320413436694
MORGAN HEIGHTS,550790195002000,63,1,0.03255813953488372
MORGAN HEIGHTS,550790195002001,66,1,0.034108527131782945
MORGAN HEIGHTS,550790195002002,78,1,0.040310077519379844
MORGAN HEIGHTS,550790195002003,83,1,0.04289405684754522
MORGAN HEIGHTS,550790195002004,66,1,0.034108527131782945
MORGAN HEIGHTS,550790195002005,69,1,0.03565891472868217
MORGAN HEIGHTS,550790195002006,72,1,0.037209302325581395
MORGAN HEIGHTS,550790195002007,63,1,0.03255813953488372
MORGAN HEIGHTS,550790195002016,46,1,0.023772609819121448
MORGAN HEIGHTS,550790195002017,59,1,0.03049095607235142
MORGAN HEIGHTS,550790195002018,64,1,0.03307493540051679
MORGAN HEIGHTS,550790195002019,116,1,0.059948320413436694
MORGAN HEIGHTS,550790195002020,117,1,0.06046511627906977
MORGAN HEIGHTS,550790195002021,114,1,0.05891472868217054
MORGANDALE,550790185001013,1,1,1.1536686663590217e-4
MORGANDALE,550790201001008,79,1,0.00911398246423627
MORGANDALE,550790201001009,86,1,0.009921550530687587
MORGANDALE,550790201001010,78,1,0.00899861559760037
MORGANDALE,550790201001011,35,1,0.0040378403322565756
MORGANDALE,550790201001013,3,1,3.4610059990770653e-4
MORGANDALE,550790201001015,101,1,0.011652053530226119
MORGANDALE,550790201001016,100,1,0.011536686663590217
MORGANDALE,550790201001017,92,1,0.010613751730503
MORGANDALE,550790201001018,120,1,0.01384402399630826
MORGANDALE,550790201001019,108,1,0.012459621596677434
MORGANDALE,550790201001020,84,1,0.009690816797415782
MORGANDALE,550790201001021,86,1,0.009921550530687587
MORGANDALE,550790202001000,187,1,0.021573604060913704
MORGANDALE,550790202001001,105,1,0.012113520996769728
MORGANDALE,550790202001002,175,1,0.02018920166128288
MORGANDALE,550790202001003,180,1,0.02076603599446239
MORGANDALE,550790202002000,91,1,0.010498384863867097
MORGANDALE,550790202002001,84,1,0.009690816797415782
MORGANDALE,550790202002002,93,1,0.010729118597138902
MORGANDALE,550790202002003,85,1,0.009806183664051685
MORGANDALE,550790202002009,72,1,0.008306414397784956
MORGANDALE,550790202002010,64,1,0.007383479464697739
MORGANDALE,550790202002011,70,1,0.008075680664513151
MORGANDALE,550790202002012,78,1,0.00899861559760037
MORGANDALE,550790203001000,77,1,0.008883248730964468
MORGANDALE,550790203001001,110,1,0.012690355329949238
MORGANDALE,550790203001002,103,1,0.011882787263497924
MORGANDALE,550790203001003,103,1,0.011882787263497924
MORGANDALE,550790203001005,44,1,0.005076142131979695
MORGANDALE,550790203001006,119,1,0.013728657129672358
MORGANDALE,550790203001007,110,1,0.012690355329949238
MORGANDALE,550790203001008,109,1,0.012574988463313336
MORGANDALE,550790203001009,111,1,0.01280572219658514
MORGANDALE,550790203001010,107,1,0.012344254730041531
MORGANDALE,550790203001011,112,1,0.012921089063221043
MORGANDALE,550790203001012,104,1,0.011998154130133826
MORGANDALE,550790203001013,127,1,0.014651592062759575
MORGANDALE,550790203001014,94,1,0.010844485463774804
MORGANDALE,550790203001015,219,1,0.025265343793262576
MORGANDALE,550790203001016,76,1,0.008767881864328565
MORGANDALE,550790203002000,113,1,0.013036455929856946
MORGANDALE,550790203002001,98,1,0.011305952930318412
MORGANDALE,550790203002002,115,1,0.01326718966312875
MORGANDALE,550790203002003,31,1,0.0035763728657129674
MORGANDALE,550790203002004,104,1,0.011998154130133826
MORGANDALE,550790203002005,102,1,0.011767420396862021
MORGANDALE,550790203002006,111,1,0.01280572219658514
MORGANDALE,550790203002007,95,1,0.010959852330410707
MORGANDALE,550790203002008,150,1,0.017305029995385326
MORGANDALE,550790203002009,197,1,0.022727272727272728
MORGANDALE,550790203002010,181,1,0.020881402861098294
MORGANDALE,550790203002011,149,1,0.01718966312874942
MORGANDALE,550790203002012,102,1,0.011767420396862021
MORGANDALE,550790203002013,81,1,0.009344716197508075
MORGANDALE,550790203002014,78,1,0.00899861559760037
MORGANDALE,550790203002015,101,1,0.011652053530226119
MORGANDALE,550790203002016,92,1,0.010613751730503
MORGANDALE,550790203002017,93,1,0.010729118597138902
MORGANDALE,550790203002018,83,1,0.00957544993077988
MORGANDALE,550790203002019,89,1,0.010267651130595292
MORGANDALE,550790204002004,122,1,0.014074757729580065
MORGANDALE,550790204002005,77,1,0.008883248730964468
MORGANDALE,550790204002006,94,1,0.010844485463774804
MORGANDALE,550790204002007,102,1,0.011767420396862021
MORGANDALE,550790204003000,119,1,0.013728657129672358
MORGANDALE,550790204003001,114,1,0.013151822796492848
MORGANDALE,550790204003002,108,1,0.012459621596677434
MORGANDALE,550790204003003,132,1,0.015228426395939087
MORGANDALE,550790204003004,135,1,0.015574526995846792
MORGANDALE,550790204003005,101,1,0.011652053530226119
MORGANDALE,550790204003006,88,1,0.01015228426395939
MORGANDALE,550790204003007,72,1,0.008306414397784956
MORGANDALE,550790205002004,98,1,0.011305952930318412
MORGANDALE,550790205002005,96,1,0.011075219197046609
MORGANDALE,550790205002006,104,1,0.011998154130133826
MORGANDALE,550790205002007,66,1,0.007614213197969543
MORGANDALE,550790205003000,99,1,0.011421319796954314
MORGANDALE,550790205003001,113,1,0.013036455929856946
MORGANDALE,550790205003002,118,1,0.013613290263036456
MORGANDALE,550790205003003,106,1,0.01222888786340563
MORGANDALE,550790205003004,115,1,0.01326718966312875
MORGANDALE,550790205003005,121,1,0.013959390862944163
MORGANDALE,550790205003006,101,1,0.011652053530226119
MORGANDALE,550790205003007,120,1,0.01384402399630826
MOUNT MARY,550790054003016,71,1,0.03212669683257918
MOUNT MARY,550790054003017,53,1,0.02398190045248869
MOUNT MARY,550790054003018,57,1,0.025791855203619908
MOUNT MARY,550790055003000,48,1,0.02171945701357466
MOUNT MARY,550790055003001,70,1,0.03167420814479638
MOUNT MARY,550790055003002,62,1,0.028054298642533938
MOUNT MARY,550790055003003,59,1,0.02669683257918552
MOUNT MARY,550790055003004,56,1,0.025339366515837104
MOUNT MARY,550790055003010,21,1,0.009502262443438913
MOUNT MARY,550790055003011,65,1,0.029411764705882353
MOUNT MARY,550790055003012,61,1,0.02760180995475113
MOUNT MARY,550790055003013,79,1,0.03574660633484163
MOUNT MARY,550790055003014,66,1,0.02986425339366516
MOUNT MARY,550790055003015,21,1,0.009502262443438913
MOUNT MARY,550790055003016,40,1,0.01809954751131222
MOUNT MARY,550790055003017,19,1,0.008597285067873304
MOUNT MARY,550790056001004,85,1,0.038461538461538464
MOUNT MARY,550790056001005,71,1,0.03212669683257918
MOUNT MARY,550790056001013,74,1,0.0334841628959276
MOUNT MARY,550790056001014,77,1,0.03484162895927602
MOUNT MARY,550790056001020,4,1,0.0018099547511312218
MOUNT MARY,550790056002000,55,1,0.024886877828054297
MOUNT MARY,550790056002001,44,1,0.019909502262443438
MOUNT MARY,550790056002002,1,1,4.5248868778280545e-4
MOUNT MARY,550790056002003,96,1,0.04343891402714932
MOUNT MARY,550790056002004,42,1,0.019004524886877826
MOUNT MARY,550790056002005,216,1,0.09773755656108597
MOUNT MARY,550790056002006,68,1,0.03076923076923077
MOUNT MARY,550790056002007,64,1,0.02895927601809955
MOUNT MARY,550790056002008,60,1,0.027149321266968326
MOUNT MARY,550790056002009,70,1,0.03167420814479638
MOUNT MARY,550790056002010,84,1,0.03800904977375565
MOUNT MARY,550790056002011,78,1,0.03529411764705882
MOUNT MARY,550790056002012,73,1,0.0330316742081448
MOUNT MARY,550790056002013,4,1,0.0018099547511312218
MOUNT MARY,550790056002015,1,1,4.5248868778280545e-4
MOUNT MARY,550790056002016,13,1,0.0058823529411764705
MOUNT MARY,550790056002017,9,1,0.004072398190045249
MOUNT MARY,550790056002018,14,1,0.006334841628959276
MOUNT MARY,550790056002019,33,1,0.01493212669683258
MOUNT MARY,550790056002020,14,1,0.006334841628959276
MOUNT MARY,550790902001029,3,1,0.0013574660633484162
MOUNT MARY,550790902001030,6,1,0.0027149321266968325
MOUNT MARY,550790902002027,3,1,0.0013574660633484162
MOUNT OLIVET,550790200002009,14,1,0.0979020979020979
MOUNT OLIVET,550790200002010,24,1,0.16783216783216784
MOUNT OLIVET,550790200002016,15,1,0.1048951048951049
MOUNT OLIVET,550790200002017,58,1,0.40559440559440557
MOUNT OLIVET,550790200002018,14,1,0.0979020979020979
MOUNT OLIVET,550791204001000,14,1,0.0979020979020979
MOUNT OLIVET,550791204001003,4,1,0.027972027972027972
MURRAY HILL,550790075003009,122,1,0.051390058972198824
MURRAY HILL,550790075003010,136,1,0.05728727885425442
MURRAY HILL,550790075003011,116,1,0.04886267902274642
MURRAY HILL,550790075003012,124,1,0.05223251895534962
MURRAY HILL,550790076001004,13,1,0.005475989890480202
MURRAY HILL,550790076001005,47,1,0.019797809604043808
MURRAY HILL,550790076001006,57,1,0.02401010951979781
MURRAY HILL,550790076001007,9,1,0.0037910699241786015
MURRAY HILL,550790076002001,4,1,0.0016849199663016006
MURRAY HILL,550790076002002,41,1,0.017270429654591406
MURRAY HILL,550790076002003,32,1,0.013479359730412805
MURRAY HILL,550790076002004,22,1,0.009267059814658803
MURRAY HILL,550790076003000,35,1,0.014743049705139006
MURRAY HILL,550790076003003,27,1,0.011373209772535805
MURRAY HILL,550790077001000,53,1,0.02232518955349621
MURRAY HILL,550790077001001,8,1,0.003369839932603201
MURRAY HILL,550790077001002,78,1,0.03285593934288121
MURRAY HILL,550790077001003,104,1,0.04380791912384162
MURRAY HILL,550790077001004,63,1,0.02653748946925021
MURRAY HILL,550790077001005,64,1,0.02695871946082561
MURRAY HILL,550790077001006,51,1,0.02148272957034541
MURRAY HILL,550790077001007,38,1,0.016006739679865205
MURRAY HILL,550790077001008,83,1,0.03496208930075821
MURRAY HILL,550790077002000,85,1,0.03580454928390901
MURRAY HILL,550790077002001,55,1,0.02316764953664701
MURRAY HILL,550790077002002,13,1,0.005475989890480202
MURRAY HILL,550790077002003,24,1,0.010109519797809604
MURRAY HILL,550790077002007,57,1,0.02401010951979781
MURRAY HILL,550790077002008,33,1,0.013900589721988205
MURRAY HILL,550790077002009,36,1,0.015164279696714406
MURRAY HILL,550790077002010,8,1,0.003369839932603201
MURRAY HILL,550790077002011,1,1,4.2122999157540015e-4
MURRAY HILL,550790077002012,21,1,0.008845829823083403
MURRAY HILL,550790077002013,31,1,0.013058129738837404
MURRAY HILL,550790077002014,79,1,0.03327716933445661
MURRAY HILL,550790077003007,83,1,0.03496208930075821
MURRAY HILL,550790077003008,90,1,0.037910699241786014
MURRAY HILL,550790078003008,109,1,0.04591406908171862
MURRAY HILL,550790078003009,123,1,0.051811288963774224
MURRAY HILL,550790078003010,136,1,0.05728727885425442
MURRAY HILL,550790078003011,63,1,0.02653748946925021
MUSKEGO WAY,550790162001003,86,1,0.010802662982037433
MUSKEGO WAY,550790162001004,69,1,0.008667252857681195
MUSKEGO WAY,550790162001005,167,1,0.020977264162793618
MUSKEGO WAY,550790162001006,162,1,0.020349202361512372
MUSKEGO WAY,550790162002004,1,1,1.2561236025624922e-4
MUSKEGO WAY,550790162002005,81,1,0.010174601180756186
MUSKEGO WAY,550790162002006,158,1,0.019846752920487376
MUSKEGO WAY,550790162002007,95,1,0.011933174224343675
MUSKEGO WAY,550790162002008,70,1,0.008792865217937445
MUSKEGO WAY,550790163001004,12,1,0.0015073483230749905
MUSKEGO WAY,550790163001005,7,1,8.792865217937445e-4
MUSKEGO WAY,550790163001006,42,1,0.005275719130762467
MUSKEGO WAY,550790163001007,93,1,0.011681949503831177
MUSKEGO WAY,550790163001008,106,1,0.013314910187162417
MUSKEGO WAY,550790163001009,72,1,0.009044089938449943
MUSKEGO WAY,550790163001010,54,1,0.0067830674538374575
MUSKEGO WAY,550790163001011,93,1,0.011681949503831177
MUSKEGO WAY,550790163001013,2,1,2.5122472051249844e-4
MUSKEGO WAY,550790163002000,100,1,0.012561236025624922
MUSKEGO WAY,550790163002001,100,1,0.012561236025624922
MUSKEGO WAY,550790163002002,141,1,0.017711342796131138
MUSKEGO WAY,550790163002003,143,1,0.017962567516643636
MUSKEGO WAY,550790163002004,7,1,8.792865217937445e-4
MUSKEGO WAY,550790163002005,21,1,0.0026378595653812334
MUSKEGO WAY,550790163003000,21,1,0.0026378595653812334
MUSKEGO WAY,550790163003001,167,1,0.020977264162793618
MUSKEGO WAY,550790163003002,179,1,0.02248461248586861
MUSKEGO WAY,550790163003003,77,1,0.00967215173973119
MUSKEGO WAY,550790163003004,166,1,0.02085165180253737
MUSKEGO WAY,550790163003005,96,1,0.012058786584599924
MUSKEGO WAY,550790163004004,47,1,0.005903780932043713
MUSKEGO WAY,550790163004005,41,1,0.005150106770506218
MUSKEGO WAY,550790163004006,82,1,0.010300213541012435
MUSKEGO WAY,550790163004007,195,1,0.024494410249968596
MUSKEGO WAY,550790163004008,89,1,0.01117950006280618
MUSKEGO WAY,550790169001000,121,1,0.015199095591006155
MUSKEGO WAY,550790169001001,130,1,0.016329606833312398
MUSKEGO WAY,550790169001002,155,1,0.01946991583971863
MUSKEGO WAY,550790169001003,127,1,0.01595276975254365
MUSKEGO WAY,550790169001004,136,1,0.017083280994849893
MUSKEGO WAY,550790169001006,59,1,0.007411129255118704
MUSKEGO WAY,550790169001007,94,1,0.011807561864087426
MUSKEGO WAY,550790169002000,120,1,0.015073483230749906
MUSKEGO WAY,550790169002001,165,1,0.02072603944228112
MUSKEGO WAY,550790169002002,197,1,0.024745634970481094
MUSKEGO WAY,550790169002003,1,1,1.2561236025624922e-4
MUSKEGO WAY,550790169002005,138,1,0.01733450571536239
MUSKEGO WAY,550790169002006,142,1,0.017836955156387387
MUSKEGO WAY,550790169002007,102,1,0.01281246074613742
MUSKEGO WAY,550790169002008,79,1,0.009923376460243688
MUSKEGO WAY,550790169002009,60,1,0.007536741615374953
MUSKEGO WAY,550790169002010,70,1,0.008792865217937445
MUSKEGO WAY,550790169002011,68,1,0.008541640497424946
MUSKEGO WAY,550790169003000,161,1,0.020223590001256123
MUSKEGO WAY,550790169003001,115,1,0.01444542142946866
MUSKEGO WAY,550790169003003,8,1,0.0010048988820499938
MUSKEGO WAY,550790169003004,110,1,0.013817359628187413
MUSKEGO WAY,550790169003005,120,1,0.015073483230749906
MUSKEGO WAY,550790169003006,67,1,0.008416028137168697
MUSKEGO WAY,550790169003007,27,1,0.0033915337269187287
MUSKEGO WAY,550790169003008,83,1,0.010425825901268684
MUSKEGO WAY,550790169003009,10,1,0.0012561236025624921
MUSKEGO WAY,550790169003010,9,1,0.0011305112423062428
MUSKEGO WAY,550790170001000,125,1,0.015701545032031153
MUSKEGO WAY,550790170001001,122,1,0.015324707951262404
MUSKEGO WAY,550790170001002,92,1,0.011556337143574928
MUSKEGO WAY,550790170001003,97,1,0.012184398944856173
MUSKEGO WAY,550790170001004,86,1,0.010802662982037433
MUSKEGO WAY,550790170001005,108,1,0.013566134907674915
MUSKEGO WAY,550790170001006,124,1,0.015575932671774902
MUSKEGO WAY,550790170002000,84,1,0.010551438261524933
MUSKEGO WAY,550790170002001,90,1,0.01130511242306243
MUSKEGO WAY,550790170002002,70,1,0.008792865217937445
MUSKEGO WAY,550790170002003,58,1,0.007285516894862455
MUSKEGO WAY,550790170002004,97,1,0.012184398944856173
MUSKEGO WAY,550790170002005,89,1,0.01117950006280618
MUSKEGO WAY,550790170002006,83,1,0.010425825901268684
MUSKEGO WAY,550790170002007,150,1,0.018841854038437383
MUSKEGO WAY,550790170003001,75,1,0.009420927019218692
MUSKEGO WAY,550790170003002,53,1,0.006657455093581208
MUSKEGO WAY,550790170003003,71,1,0.008918477578193694
MUSKEGO WAY,550790170003004,72,1,0.009044089938449943
MUSKEGO WAY,550790170003005,169,1,0.021228488883306116
MUSKEGO WAY,550790170003006,158,1,0.019846752920487376
MUSKEGO WAY,550790170003007,77,1,0.00967215173973119
MUSKEGO WAY,550790170003008,95,1,0.011933174224343675
NASH PARK,550790052001000,43,1,0.01605076521089959
NASH PARK,550790052001001,66,1,0.02463605823068309
NASH PARK,550790052001002,53,1,0.019783501306457632
NASH PARK,550790052001003,17,1,0.006345651362448675
NASH PARK,550790052001004,106,1,0.039567002612915264
NASH PARK,550790052001005,52,1,0.01941022769690183
NASH PARK,550790052001006,93,1,0.03471444568868981
NASH PARK,550790052001007,75,1,0.027995520716685332
NASH PARK,550790052001009,54,1,0.020156774916013438
NASH PARK,550790052001010,59,1,0.02202314296379246
NASH PARK,550790052001011,42,1,0.015677491601343786
NASH PARK,550790052001012,62,1,0.023142963792459875
NASH PARK,550790052001013,59,1,0.02202314296379246
NASH PARK,550790052001014,80,1,0.029861888764464353
NASH PARK,550790052002000,35,1,0.013064576334453154
NASH PARK,550790052002001,52,1,0.01941022769690183
NASH PARK,550790052002002,61,1,0.02276969018290407
NASH PARK,550790052002003,59,1,0.02202314296379246
NASH PARK,550790052002004,81,1,0.030235162374020158
NASH PARK,550790052002005,82,1,0.03060843598357596
NASH PARK,550790052002006,93,1,0.03471444568868981
NASH PARK,550790052002007,60,1,0.022396416573348264
NASH PARK,550790052002008,46,1,0.017170586039567004
NASH PARK,550790052002009,64,1,0.023889511011571482
NASH PARK,550790052002010,75,1,0.027995520716685332
NASH PARK,550790052002011,55,1,0.020530048525569243
NASH PARK,550790052002012,65,1,0.024262784621127288
NASH PARK,550790052002013,60,1,0.022396416573348264
NASH PARK,550790053001000,68,1,0.0253826054497947
NASH PARK,550790053001001,90,1,0.0335946248600224
NASH PARK,550790053001002,79,1,0.029488615154908547
NASH PARK,550790053001003,120,1,0.04479283314669653
NASH PARK,550790053001004,67,1,0.025009331840238895
NASH PARK,550790053001005,51,1,0.019036954087346025
NASH PARK,550790053001006,87,1,0.032474804031354984
NASH PARK,550790053001007,95,1,0.03546099290780142
NASH PARK,550790053001008,87,1,0.032474804031354984
NASH PARK,550790053001009,50,1,0.01866368047779022
NASH PARK,550790053001010,66,1,0.02463605823068309
NASH PARK,550790053001011,70,1,0.026129152668906308
NATIONAL PARK,550790159001004,41,1,0.020572002007024585
NATIONAL PARK,550790159001005,144,1,0.07225288509784245
NATIONAL PARK,550790159001006,152,1,0.07626693426994481
NATIONAL PARK,550790159001007,127,1,0.06372303060712493
NATIONAL PARK,550790159002001,210,1,0.1053687907676869
NATIONAL PARK,550790159002002,239,1,0.11991971901655796
NATIONAL PARK,550790159002003,208,1,0.10436527847466132
NATIONAL PARK,550790159002004,138,1,0.06924234821876568
NATIONAL PARK,550790162002002,135,1,0.0677370797792273
NATIONAL PARK,550790162003000,149,1,0.07476166583040643
NATIONAL PARK,550790162003001,143,1,0.07175112895132965
NATIONAL PARK,550790162003002,146,1,0.07325639739086803
NATIONAL PARK,550791868001063,31,0.5081967213114754,0.015554440541896638
NATIONAL PARK,550791868001064,130,1,0.06522829904666332
NEW COELN,550790217005015,207,0.981042654028436,0.36964285714285716
NEW COELN,550790217005016,44,1,0.07857142857142857
NEW COELN,550790217005018,2,1,0.0035714285714285713
NEW COELN,550790217005019,1,1,0.0017857142857142857
NEW COELN,550790217005024,235,1,0.41964285714285715
NEW COELN,550790217005025,71,1,0.12678571428571428
NORTH DIVISION,550790066002000,40,1,0.006026819346090101
NORTH DIVISION,550790066002001,25,1,0.003766762091306313
NORTH DIVISION,550790066002002,73,1,0.010998945306614435
NORTH DIVISION,550790066002003,111,1,0.01672442368540003
NORTH DIVISION,550790066002004,19,1,0.002862739189392798
NORTH DIVISION,550790066002005,66,1,0.009944251921048667
NORTH DIVISION,550790066002007,37,1,0.0055748078951333435
NORTH DIVISION,550790066002008,43,1,0.006478830797046859
NORTH DIVISION,550790066002009,109,1,0.016423082718095526
NORTH DIVISION,550790066002010,17,1,0.002561398222088293
NORTH DIVISION,550790066002012,17,1,0.002561398222088293
NORTH DIVISION,550790066002013,16,1,0.0024107277384360403
NORTH DIVISION,550790066003000,55,1,0.00828687660087389
NORTH DIVISION,550790066003001,62,1,0.009341569986439657
NORTH DIVISION,550790066003002,46,1,0.006930842248003616
NORTH DIVISION,550790066003003,34,1,0.005122796444176586
NORTH DIVISION,550790066003004,54,1,0.008136206117221637
NORTH DIVISION,550790066003005,44,1,0.006629501280699111
NORTH DIVISION,550790066003006,67,1,0.01009492240470092
NORTH DIVISION,550790066003008,94,1,0.014163025463311737
NORTH DIVISION,550790066003010,17,1,0.002561398222088293
NORTH DIVISION,550790066003011,45,1,0.006780171764351363
NORTH DIVISION,550790066003012,27,1,0.0040681030586108185
NORTH DIVISION,550790066003013,47,1,0.007081512731655869
NORTH DIVISION,550790066003014,69,1,0.010396263372005424
NORTH DIVISION,550790066003015,68,1,0.010245592888353172
NORTH DIVISION,550790066003016,65,1,0.009793581437396413
NORTH DIVISION,550790066003017,52,1,0.00783486514991713
NORTH DIVISION,550790067002004,102,1,0.015368389332529757
NORTH DIVISION,550790067002005,104,1,0.01566973029983426
NORTH DIVISION,550790067002006,90,1,0.013560343528702726
NORTH DIVISION,550790067002007,77,1,0.011601627241223444
NORTH DIVISION,550790084001002,104,1,0.01566973029983426
NORTH DIVISION,550790084001003,60,1,0.009040229019135152
NORTH DIVISION,550790084001004,88,1,0.013259002561398222
NORTH DIVISION,550790084001005,37,1,0.0055748078951333435
NORTH DIVISION,550790084001006,54,1,0.008136206117221637
NORTH DIVISION,550790084001007,75,1,0.01130028627391894
NORTH DIVISION,550790084001008,33,1,0.004972125960524334
NORTH DIVISION,550790084001009,85,1,0.012806991110441465
NORTH DIVISION,550790084001010,24,1,0.0036160916076540604
NORTH DIVISION,550790084001011,31,1,0.004670784993219828
NORTH DIVISION,550790084001012,71,1,0.010697604339309929
NORTH DIVISION,550790084002002,63,1,0.009492240470091909
NORTH DIVISION,550790084002003,65,1,0.009793581437396413
NORTH DIVISION,550790084002006,134,1,0.02018984480940184
NORTH DIVISION,550790084002007,67,1,0.01009492240470092
NORTH DIVISION,550790084002008,96,1,0.014464366430616242
NORTH DIVISION,550790084002009,81,1,0.012204309175832454
NORTH DIVISION,550790085001000,70,1,0.010546933855657676
NORTH DIVISION,550790085001001,17,1,0.002561398222088293
NORTH DIVISION,550790085001002,18,1,0.0027120687057405456
NORTH DIVISION,550790085001003,9,1,0.0013560343528702728
NORTH DIVISION,550790085001004,79,1,0.01190296820852795
NORTH DIVISION,550790085001005,43,1,0.006478830797046859
NORTH DIVISION,550790085001006,41,1,0.006177489829742353
NORTH DIVISION,550790085001009,11,1,0.0016573753201747777
NORTH DIVISION,550790085001010,66,1,0.009944251921048667
NORTH DIVISION,550790085001011,58,1,0.008738888051830646
NORTH DIVISION,550790085001012,52,1,0.00783486514991713
NORTH DIVISION,550790085002001,26,1,0.003917432574958565
NORTH DIVISION,550790085002002,11,1,0.0016573753201747777
NORTH DIVISION,550790085002003,68,1,0.010245592888353172
NORTH DIVISION,550790085002004,88,1,0.013259002561398222
NORTH DIVISION,550790085002005,80,1,0.012053638692180202
NORTH DIVISION,550790085002006,84,1,0.012656320626789211
NORTH DIVISION,550790085002007,58,1,0.008738888051830646
NORTH DIVISION,550790085002008,63,1,0.009492240470091909
NORTH DIVISION,550790085002009,37,1,0.0055748078951333435
NORTH DIVISION,550790086001000,112,1,0.016875094169052283
NORTH DIVISION,550790086001001,72,1,0.010848274822962183
NORTH DIVISION,550790086001002,104,1,0.01566973029983426
NORTH DIVISION,550790086001003,42,1,0.006328160313394606
NORTH DIVISION,550790086001004,23,1,0.003465421124001808
NORTH DIVISION,550790086001005,110,1,0.01657375320174778
NORTH DIVISION,550790086001006,42,1,0.006328160313394606
NORTH DIVISION,550790086001007,51,1,0.0076841946662648784
NORTH DIVISION,550790086002000,70,1,0.010546933855657676
NORTH DIVISION,550790086002001,87,1,0.01310833207774597
NORTH DIVISION,550790086002002,75,1,0.01130028627391894
NORTH DIVISION,550790086002003,85,1,0.012806991110441465
NORTH DIVISION,550790086002004,104,1,0.01566973029983426
NORTH DIVISION,550790086002005,89,1,0.013409673045050474
NORTH DIVISION,550790086002006,75,1,0.01130028627391894
NORTH DIVISION,550790086002007,101,1,0.015217718848877505
NORTH DIVISION,550791854001000,67,1,0.01009492240470092
NORTH DIVISION,550791854001001,104,1,0.01566973029983426
NORTH DIVISION,550791854001002,72,1,0.010848274822962183
NORTH DIVISION,550791854001004,67,1,0.01009492240470092
NORTH DIVISION,550791854001005,67,1,0.01009492240470092
NORTH DIVISION,550791854001006,90,1,0.013560343528702726
NORTH DIVISION,550791854001007,73,1,0.010998945306614435
NORTH DIVISION,550791855001003,98,1,0.014765707397920748
NORTH DIVISION,550791855001004,40,1,0.006026819346090101
NORTH DIVISION,550791855001005,83,1,0.012505650143136959
NORTH DIVISION,550791855001006,103,1,0.015519059816182009
NORTH DIVISION,550791855001007,64,1,0.009642910953744161
NORTH DIVISION,550791855001008,63,1,0.009492240470091909
NORTH DIVISION,550791855001009,6,1,9.040229019135151e-4
NORTH DIVISION,550791855001010,81,1,0.012204309175832454
NORTH DIVISION,550791855002000,33,1,0.004972125960524334
NORTH DIVISION,550791855002001,16,1,0.0024107277384360403
NORTH DIVISION,550791855002002,51,1,0.0076841946662648784
NORTH DIVISION,550791855002003,46,1,0.006930842248003616
NORTH DIVISION,550791855002004,59,1,0.008889558535482898
NORTH DIVISION,550791855002005,47,1,0.007081512731655869
NORTH DIVISION,550791855002006,67,1,0.01009492240470092
NORTH DIVISION,550791855002007,4,1,6.026819346090101e-4
NORTH DIVISION,550791855002008,21,1,0.003164080156697303
