ward,blockgroup,bedrooms,pct.of.blockgroup,pct.of.ward
0051,550790024003,40,0.06837606837606838,0.032706459525756335
0051,550790025001,612,1,0.5004088307440719
0051,550790025002,340,0.815347721822542,0.27800490596892885
0051,550790025003,231,0.32489451476793246,0.18887980376124286
0052,550790020001,744,0.9117647058823529,0.3864935064935065
0052,550790020002,223,0.4372549019607843,0.11584415584415585
0052,550790021002,283,0.4700996677740864,0.147012987012987
0052,550790021003,675,1,0.35064935064935066
0053,550790021001,428,0.6140602582496413,0.5729585006693441
0053,550790021002,319,0.5299003322259136,0.42704149933065594
0054,550790024001,320,0.5289256198347108,0.33970276008492567
0054,550790024003,545,0.9316239316239316,0.578556263269639
0054,550790025002,77,0.18465227817745802,0.08174097664543524
0055,550790010001,155,0.3362255965292842,0.06534569983136594
0055,550790021001,269,0.38593974175035867,0.11340640809443507
0055,550790022001,729,1,0.3073355817875211
0055,550790022002,1219,1,0.5139123102866779
0056,550790023001,331,0.5498338870431894,0.402676399026764
0056,550790023005,491,1,0.597323600973236
0057,550790023001,270,0.4485049833887043,0.17763157894736842
0057,550790023002,301,0.3006993006993007,0.1980263157894737
0057,550790023003,663,0.6525590551181102,0.4361842105263158
0057,550790023004,286,1,0.1881578947368421
0058,550790023002,700,0.6993006993006993,0.523168908819133
0058,550790023003,197,0.19389763779527558,0.14723467862481315
0058,550790043001,270,0.4433497536945813,0.20179372197309417
0058,550790043005,171,0.27986906710310966,0.12780269058295965
0059,550790023001,1,0.0016611295681063123,3.6231884057971015e-4
0059,550790043001,339,0.5566502463054187,0.12282608695652174
0059,550790043002,551,0.6311569301260023,0.1996376811594203
0059,550790043003,1030,1,0.37318840579710144
0059,550790043004,839,1,0.3039855072463768
0060,550790042002,505,0.6627296587926509,0.3105781057810578
0060,550790042003,144,0.3436754176610978,0.08856088560885608
0060,550790043005,440,0.7201309328968903,0.27060270602706027
0060,550790043006,8,0.011034482758620689,0.004920049200492005
0060,550790043007,529,1,0.3253382533825338
0061,550790042001,393,0.8891402714932126,0.28812316715542524
0061,550790042002,257,0.33727034120734906,0.18841642228739003
0061,550790042003,275,0.6563245823389021,0.20161290322580644
0061,550790042004,132,0.1820689655172414,0.0967741935483871
0061,550790043006,307,0.42344827586206896,0.2250733137829912
0062,550790023003,156,0.15354330708661418,0.1422060164083865
0062,550790024001,65,0.10743801652892562,0.059252506836827715
0062,550790024002,238,0.4272890484739677,0.21695533272561532
0062,550790042001,49,0.11085972850678733,0.044667274384685506
0062,550790042004,179,0.24689655172413794,0.16317228805834094
0062,550790043006,410,0.5655172413793104,0.37374658158614404
0063,550790024001,220,0.36363636363636365,0.1967799642218247
0063,550790024002,218,0.39138240574506283,0.19499105545617174
0063,550790041001,266,0.4767025089605735,0.23792486583184258
0063,550790042004,414,0.5710344827586207,0.370304114490161
0064,550790024002,101,0.1813285457809695,0.03562610229276896
0064,550790026001,797,1,0.28112874779541447
0064,550790026002,1234,1,0.43527336860670196
0064,550790026003,625,1,0.2204585537918871
0064,550790041001,78,0.13978494623655913,0.027513227513227514
0065,550790041001,214,0.3835125448028674,0.1054706752094628
0065,550790041002,603,1,0.29719073435189747
0065,550790041003,1212,1,0.5973385904386397
0066,550790040002,79,1,0.13435374149659865
0066,550790040003,509,0.6095808383233533,0.8656462585034014
0067,550790027001,956,1,0.7071005917159763
0067,550790027002,396,0.391304347826087,0.29289940828402367
0068,550790027002,616,0.6086956521739131,0.26817588158467565
0068,550790031001,883,1,0.3844144536351763
0068,550790031002,798,0.9987484355444305,0.347409664780148
0069,550790036001,765,0.7334611697027804,0.40583554376657827
0069,550790040001,794,1,0.42122015915119365
0069,550790040003,326,0.3904191616766467,0.1729442970822281
0070,550790031002,1,0.0012515644555694619,4.149377593360996e-4
0070,550790035001,757,1,0.3141078838174274
0070,550790035002,697,0.5531746031746032,0.28921161825726144
0070,550790036001,24,0.023010546500479387,0.00995850622406639
0070,550790036002,673,0.8695090439276486,0.27925311203319503
0070,550790051001,258,0.2328519855595668,0.10705394190871369
0071,550790031003,794,0.8961625282167043,0.5603387438249824
0071,550790031004,622,0.6673819742489271,0.4389555398729711
0071,550790032001,1,9.643201542912247e-4,7.057163020465773e-4
0072,550790031003,92,0.1038374717832957,0.04693877551020408
0072,550790031004,310,0.33261802575107297,0.15816326530612246
0072,550790032001,781,0.7531340405014465,0.39846938775510204
0072,550790032002,361,0.38692390139335475,0.18418367346938774
0072,550790035002,340,0.2698412698412698,0.17346938775510204
0072,550790035003,76,0.09245742092457421,0.03877551020408163
0073,550790032001,255,0.2459016393442623,0.12457254518808011
0073,550790032002,572,0.6130760986066452,0.2794333170493405
0073,550790032003,847,1,0.4137762579384465
0073,550790035003,163,0.19829683698296838,0.07962872496336101
0073,550790035004,210,0.31203566121842496,0.10258915486077186
0074,550790035002,223,0.176984126984127,0.17572892040977148
0074,550790035003,583,0.7092457420924574,0.4594168636721828
0074,550790035004,463,0.687964338781575,0.36485421591804573
0075,550790034001,1222,0.9092261904761905,0.8759856630824373
0075,550790034002,173,0.15082824760244115,0.12401433691756272
0076,550790033001,804,1,0.6784810126582278
0076,550790033002,259,0.33462532299741604,0.21856540084388185
0076,550790034001,122,0.09077380952380952,0.1029535864978903
0077,550790033002,515,0.665374677002584,0.38547904191616766
0077,550790033003,821,1,0.6145209580838323
0078,550790033004,807,1,0.4667437825332562
0078,550790033005,393,1,0.22729901677270098
0078,550790033006,529,1,0.3059572006940428
0079,550790034002,974,0.8491717523975588,0.4728155339805825
0079,550790034003,1086,1,0.5271844660194175
0080,550790034004,621,1,0.49364069952305245
0080,550790034005,123,1,0.09777424483306836
0080,550790054001,3,0.006896551724137931,0.0023847376788553257
0080,550790055001,469,0.6171052631578947,0.3728139904610493
0080,550790055005,42,0.05454545454545454,0.033386327503974564
0081,550790055001,291,0.3828947368421053,0.21381337252020574
0081,550790055002,101,0.12095808383233533,0.07421013960323292
0081,550790055004,241,0.3042929292929293,0.17707567964731816
0081,550790055005,728,0.9454545454545454,0.5349008082292432
0082,550790055002,294,0.3520958083832335,0.18467336683417085
0082,550790055003,747,0.7946808510638298,0.4692211055276382
0082,550790055004,551,0.6957070707070707,0.34610552763819097
0083,550790053002,135,0.1055512118842846,0.06320224719101124
0083,550790054002,329,0.29427549194991054,0.1540262172284644
0083,550790054003,279,0.24281984334203655,0.1306179775280899
0083,550790054004,760,0.7443682664054848,0.35580524344569286
0083,550790055002,440,0.5269461077844312,0.20599250936329588
0083,550790055003,193,0.2053191489361702,0.09035580524344569
0084,550790053002,456,0.3565285379202502,0.28733459357277885
0084,550790054003,870,0.7571801566579635,0.5482041587901701
0084,550790054004,261,0.2556317335945152,0.16446124763705103
0085,550790056001,623,0.4427860696517413,0.37484957882069797
0085,550790056002,1039,1,0.6251504211793021
0086,550790056001,784,0.5572139303482587,0.4677804295942721
0086,550790057001,892,0.7305487305487306,0.5322195704057279
0087,550790057001,194,0.1588861588861589,0.19816138917262513
0087,550790057002,785,0.5623209169054442,0.8018386108273748
0088,550790053002,688,0.5379202501954652,0.4797768479776848
0088,550790057001,135,0.11056511056511056,0.09414225941422594
0088,550790057002,611,0.4376790830945559,0.42608089260808923
0089,550790052001,139,0.16144018583042974,0.06531954887218046
0089,550790052002,255,0.28716216216216217,0.11983082706766918
0089,550790053001,930,1,0.43703007518796994
0089,550790054001,221,0.5080459770114942,0.10385338345864661
0089,550790054002,583,0.52146690518783545,0.27396616541353386
0090,550790052001,722,0.8385598141695703,0.4074492099322799
0090,550790052002,633,0.7128378378378378,0.3572234762979684
0090,550790054001,211,0.4850574712643678,0.1190744920993228
0090,550790054002,206,0.18425760286225404,0.1162528216704289
0091,550790037002,390,0.3263598326359833,0.16810344827586207
0091,550790051001,850,0.7671480144404332,0.36637931034482757
0091,550790051002,367,0.6721611721611722,0.1581896551724138
0091,550790051003,713,1,0.30732758620689654
0092,550790050002,12,0.010221465076660987,0.005420054200542005
0092,550790051002,2,0.003663003663003663,9.033423667570009e-4
0092,550790058001,1091,0.887713588283157,0.492773261065944
0092,550790058003,1109,0.9857777777777778,0.500903342366757
0093,550790058001,138,0.11228641171684296,0.133076181292189
0093,550790058002,883,1,0.8514946962391514
0093,550790058003,16,0.014222222222222223,0.015429122468659595
0094,550790050002,215,0.18313458262350937,0.4820627802690583
0094,550790050003,54,0.0574468085106383,0.1210762331838565
0094,550790051002,177,0.3241758241758242,0.3968609865470852
0095,550790050001,414,0.2865051903114187,0.3499577345731192
0095,550790050002,334,0.28449744463373083,0.28233305156382077
0095,550790050003,435,0.4627659574468085,0.36770921386306
0096,550790050001,241,0.16678200692041523,0.12116641528406234
0096,550790050003,451,0.4797872340425532,0.22674710910005028
0096,550790050004,1297,1,0.6520864756158874
0097,550790049003,943,1,0.5441431044431622
0097,550790050001,790,0.5467128027681661,0.45585689555683784
0098,550790036001,254,0.24352828379674019,0.22086956521739132
0098,550790036002,101,0.13049095607235142,0.08782608695652173
0098,550790037001,507,0.39921259842519685,0.4408695652173913
0098,550790037002,288,0.2410041841004184,0.25043478260869567
0099,550790037001,763,0.6007874015748031,0.3485609867519415
0099,550790037002,517,0.4326359832635983,0.23618090452261306
0099,550790038002,325,0.37142857142857144,0.14846962083142987
0099,550790038003,584,0.7554980595084088,0.26678848789401555
0100,550790038001,638,1,0.46332607116920843
0100,550790038002,550,0.6285714285714286,0.39941902687000724
0100,550790038003,189,0.2445019404915912,0.13725490196078433
0101,550790039001,645,1,0.3355879292403746
0101,550790039002,379,0.4627594627594628,0.19719042663891778
0101,550790039003,898,0.7565290648694187,0.4672216441207076
0102,550790039002,440,0.5372405372405372,0.18394648829431437
0102,550790039003,289,0.2434709351305813,0.12081939799331104
0102,550790048001,529,0.5274177467597209,0.22115384615384615
0102,550790049001,561,0.2914285714285714,0.23453177257525085
0102,550790049002,573,0.32372881355932204,0.2395484949832776
0103,550790048002,228,0.30440587449933243,0.07617774807885065
0103,550790048003,204,0.20606060606060606,0.0681590377547611
0103,550790049001,1364,0.7085714285714285,0.4557300367524223
0103,550790049002,1197,0.676271186440678,0.39993317741396595
0104,550790048001,474,0.47258225324027914,0.1676096181046676
0104,550790048002,521,0.6955941255006676,0.18422913719943423
0104,550790048003,786,0.793939393939394,0.27793493635077793
0104,550790048004,1047,1,0.3702263083451202
0105,550790063001,407,0.370336669699727,0.28011011699931176
0105,550790063002,487,0.8558875219683656,0.33516861665519615
0105,550790063003,559,1,0.3847212663454921
0106,550790063001,692,0.629663330300273,0.590443686006826
0106,550790064001,81,0.15913555992141454,0.06911262798634812
0106,550790065004,399,0.7732558139534884,0.34044368600682595
0107,550790047003,595,0.5293594306049823,0.39561170212765956
0107,550790047004,909,0.7789203084832905,0.6043882978723404
0108,550790047001,461,0.6332417582417582,0.3020969855832241
0108,550790047002,641,0.8490066225165563,0.4200524246395806
0108,550790047003,424,0.37722419928825623,0.2778505897771953
0109,550790047001,267,0.36675824175824173,0.13664278403275332
0109,550790047002,114,0.1509933774834437,0.05834186284544524
0109,550790047003,105,0.09341637010676157,0.05373592630501536
0109,550790047004,258,0.2210796915167095,0.13203684749232344
0109,550790064001,19,0.03732809430255403,0.009723643807574206
0109,550790065001,544,1,0.27840327533265097
0109,550790065002,470,0.7186544342507645,0.240532241555783
0109,550790065003,177,0.29401993355481726,0.09058341862845445
0110,550790064001,409,0.8035363457760314,0.360352422907489
0110,550790065002,184,0.28134556574923547,0.16211453744493393
0110,550790065003,425,0.7059800664451827,0.3744493392070485
0110,550790065004,117,0.22674418604651161,0.10308370044052863
0111,550790063002,82,0.14411247803163443,0.052463211772232884
0111,550790064002,757,1,0.48432501599488165
0111,550790064003,724,1,0.46321177223288545
0112,550790066001,705,0.5959425190194421,0.4357231149567367
0112,550790066002,574,1,0.3547589616810878
0112,550790066003,339,0.40070921985815605,0.20951792336217553
0113,550790046003,179,0.2864,0.11415816326530612
0113,550790046004,205,0.31587057010785824,0.13073979591836735
0113,550790066001,82,0.06931530008453085,0.05229591836734694
0113,550790068003,484,0.6778711484593838,0.3086734693877551
0113,550790068004,618,1,0.39413265306122447
0114,550790046002,221,0.36772046589018303,0.19891989198919893
0114,550790046003,446,0.7136,0.4014401440144014
0114,550790046004,444,0.6841294298921418,0.3996399639963996
0115,550790045002,313,0.3270637408568443,0.15069812229176696
0115,550790045003,569,0.7576564580559254,0.27395281656234954
0115,550790046001,815,1,0.3923928743379875
0115,550790046002,380,0.632279534109817,0.182956186807896
0116,550790045002,137,0.14315569487983282,0.10530361260568794
0116,550790045003,182,0.24234354194407456,0.1398923904688701
0116,550790066001,396,0.33474218089602703,0.30438124519600307
0116,550790068002,356,0.6508226691042047,0.2736356648731745
0116,550790068003,230,0.32212885154061627,0.1767870868562644
0117,550790066003,507,0.599290780141844,0.34326337169939064
0117,550790067001,182,0.38396624472573837,0.12322274881516587
0117,550790067002,373,0.4483173076923077,0.2525389302640487
0117,550790068001,224,0.5346062052505967,0.15165876777251186
0117,550790068002,191,0.3491773308957952,0.12931618144888288
0118,550790043002,322,0.36884306987399773,0.20977198697068403
0118,550790045001,706,1,0.45993485342019547
0118,550790045002,507,0.5297805642633229,0.33029315960912053
0119,550790044002,1083,1,0.6785714285714286
0119,550790044003,513,0.8665540540540541,0.32142857142857145
0120,550790068001,133,0.31742243436754175,0.0910958904109589
0120,550790069002,476,0.8067796610169492,0.32602739726027397
0120,550790069003,851,0.8746145940390545,0.5828767123287671
0121,550790067001,292,0.6160337552742616,0.2065063649222065
0121,550790067002,459,0.5516826923076923,0.3246110325318246
0121,550790068001,62,0.14797136038186157,0.04384724186704385
0121,550790070004,230,0.4703476482617587,0.16265912305516267
0121,550791857001,371,0.4274193548387097,0.2623762376237624
0122,550790069002,114,0.19322033898305085,0.06305309734513274
0122,550790069003,122,0.12538540596094552,0.06747787610619468
0122,550790070001,467,0.6719424460431654,0.25829646017699115
0122,550790070002,122,0.16375838926174496,0.06747787610619468
0122,550790070003,528,1,0.2920353982300885
0122,550790070004,259,0.5296523517382413,0.14325221238938052
0122,550791857001,196,0.22580645161290322,0.1084070796460177
0123,550790069001,624,1,0.29615567157095396
0123,550790070001,228,0.32805755395683456,0.10821072615092549
0123,550790070002,255,0.3422818791946309,0.12102515424774561
0123,550790071002,507,0.41253051261187956,0.2406264831514001
0123,550790072003,493,0.6744186046511628,0.23398196487897485
0124,550790044001,254,1,0.7627627627627628
0124,550790044003,79,0.13344594594594594,0.23723723723723725
0125,550790071001,43,0.05643044619422572,0.02147852147852148
0125,550790071002,722,0.5874694873881204,0.36063936063936064
0125,550790072002,999,1,0.499000999000999
0125,550790072003,238,0.32558139534883723,0.11888111888111888
0126,550790072001,837,1,1
0127,550790073001,851,0.8755144032921811,0.3843721770551039
0127,550790073002,755,1,0.34101174345076785
0127,550790073003,608,1,0.27461607949412825
0128,550790078001,904,1,0.36319807151466454
0128,550790078002,803,1,0.3226195259140217
0128,550790078003,782,0.7440532825880114,0.3141824025713138
0129,550790075001,462,0.5,0.22713864306784662
0129,550790075002,616,0.5554553651938684,0.3028515240904621
0129,550790075003,893,0.5170816444701795,0.4390363815142576
0129,550790078003,63,0.05994291151284491,0.030973451327433628
0130,550790073001,121,0.12448559670781893,1
0131,550790074001,876,1,0.38070404172099087
0131,550790074002,963,1,0.41851368970013036
0131,550790075001,462,0.5,0.20078226857887874
0132,550790075002,493,0.44454463480613166,0.21727633318642575
0132,550790075003,834,0.4829183555298205,0.36756280299691496
0132,550790076001,441,0.7777777777777778,0.19435874834728956
0132,550790076002,279,0.7380952380952381,0.12296165711767298
0132,550790076003,222,0.891566265060241,0.09784045835169679
0133,550790076001,117,0.20634920634920634,0.5294117647058824
0133,550790076002,77,0.2037037037037037,0.34841628959276016
0133,550790076003,27,0.10843373493975904,0.12217194570135746
0134,550790076001,9,0.015873015873015872,0.015384615384615385
0134,550790076002,22,0.0582010582010582,0.037606837606837605
0134,550790077001,464,0.8560885608856088,0.7931623931623931
0134,550790077003,90,0.12968299711815562,0.15384615384615385
0135,550790077002,785,0.9961928934010152,0.8991981672394044
0135,550790108001,19,0.03350970017636684,0.021764032073310423
0135,550791870001,69,0.15065502183406113,0.07903780068728522
0136,550790077001,78,0.14391143911439114,0.08754208754208755
0136,550790077002,3,0.0038071065989847717,0.003367003367003367
0136,550790077003,604,0.8703170028818443,0.6778900112233446
0136,550790078003,206,0.19600380589914368,0.23120089786756454
0137,550790079001,746,1,0.9933422103861518
0137,550790107002,5,0.0054288816503800215,0.006657789613848202
0138,550790071001,454,0.5958005249343832,0.1509810442301297
0138,550790079002,949,1,0.31559694047223147
0138,550790080001,386,0.40976645435244163,0.12836714333222482
0138,550790080002,499,0.4901768172888016,0.1659461257066844
0138,550790107001,534,0.6223776223776224,0.1775856335217825
0138,550790107002,185,0.2008686210640608,0.061523112736947126
0139,550790071001,265,0.34776902887139105,0.08660130718954248
0139,550790080001,556,0.5902335456475584,0.18169934640522875
0139,550790080002,519,0.5098231827111984,0.1696078431372549
0139,550790081002,705,1,0.23039215686274508
0139,550790106001,544,1,0.17777777777777778
0139,550790107001,324,0.3776223776223776,0.10588235294117647
0139,550790107002,147,0.15960912052117263,0.04803921568627451
0140,550790070002,368,0.49395973154362416,0.43243243243243246
0140,550790081001,483,1,0.5675675675675675
0141,550791856002,20,0.046296296296296294,0.01762114537444934
0141,550791856003,433,1,0.3814977973568282
0141,550791857001,131,0.15092165898617513,0.11541850220264317
0141,550791857003,551,1,0.48546255506607927
0142,550791855001,1,0.001430615164520744,7.189072609633358e-4
0142,550791856001,660,1,0.4744787922358016
0142,550791857001,170,0.195852534562212,0.12221423436376708
0142,550791857002,560,1,0.402588066139468
0143,550790084001,662,1,0.4265463917525773
0143,550790084002,506,1,0.32603092783505155
0143,550790085001,122,0.2629310344827586,0.07860824742268041
0143,550790085002,37,0.07184466019417475,0.02384020618556701
0143,550791855001,225,0.3218884120171674,0.14497422680412372
0144,550791855001,473,0.6766809728183119,0.5026567481402763
0144,550791855002,468,0.6536312849162011,0.4973432518597237
0145,550790085001,208,0.4482758620689655,0.3432343234323432
0145,550790085002,398,0.7728155339805826,0.6567656765676567
0146,550790085001,134,0.28879310344827586,0.28879310344827586
0146,550790086001,330,0.5935251798561151,0.7112068965517241
0147,550790086001,226,0.4064748201438849,0.09612930667800935
0147,550790086002,317,0.4620991253644315,0.1348362398979158
0147,550790087001,633,1,0.26924712888132707
0147,550790087002,321,0.4566145092460882,0.13653764355593365
0147,550790088001,163,0.2179144385026738,0.06933219906422798
0147,550790088002,691,0.6889332003988036,0.29391748192258615
0148,550790085002,80,0.1553398058252427,0.05082592121982211
0148,550790086002,369,0.5379008746355685,0.23443456162642948
0148,550791854001,877,1,0.5571791613722998
0148,550791855002,248,0.3463687150837989,0.15756035578144853
0149,550790087002,382,0.5433854907539118,0.1857976653696498
0149,550790088001,326,0.4358288770053476,0.15856031128404668
0149,550790099001,149,0.2134670487106017,0.07247081712062257
0149,550790099002,605,1,0.29426070038910507
0149,550791854002,594,1,0.28891050583657585
0150,550790097001,16,0.027491408934707903,0.010526315789473684
0150,550790097002,245,0.28654970760233917,0.1611842105263158
0150,550790098001,908,0.7334410339256866,0.5973684210526315
0150,550790099001,351,0.502865329512894,0.23092105263157894
0151,550790088001,259,0.3462566844919786,0.24205607476635513
0151,550790088002,312,0.31106679960119643,0.29158878504672897
0151,550790089002,301,0.4198047419804742,0.28130841121495326
0151,550790099001,198,0.2836676217765043,0.18504672897196262
0152,550790089001,490,1,0.3964401294498382
0152,550790089002,416,0.5801952580195258,0.3365695792880259
0152,550790098001,330,0.2665589660743134,0.2669902912621359
0153,550790061001,417,0.5,0.238013698630137
0153,550790062001,706,1,0.4029680365296804
0153,550790062002,629,1,0.3590182648401826
0154,550790061001,208,0.24940047961630696,0.12911235257603973
0154,550790061002,202,0.27297297297297296,0.12538795779019243
0154,550790062003,539,1,0.3345747982619491
0154,550790062004,662,1,0.41092489137181876
0155,550790090001,346,0.5381026438569206,0.22688524590163933
0155,550790090002,253,0.5659955257270693,0.1659016393442623
0155,550790090003,620,0.6193806193806194,0.4065573770491803
0155,550790096001,306,0.24898291293734745,0.20065573770491804
0156,550790090001,297,0.4618973561430793,0.16961736150770987
0156,550790090002,194,0.43400447427293065,0.11079383209594518
0156,550790090003,381,0.3806193806193806,0.21758994860079955
0156,550790091001,228,0.22485207100591717,0.1302113078241005
0156,550790091002,239,0.47514910536779326,0.13649343232438607
0156,550790091003,363,0.5393759286775631,0.2073101085094232
0156,550790096001,49,0.03986981285598047,0.027984009137635636
0157,550790091002,168,0.33399602385685884,0.13114754098360656
0157,550790091003,310,0.4606240713224368,0.2419984387197502
0157,550790092002,803,0.7758454106280194,0.6268540202966433
0158,550790091001,786,0.7751479289940828,0.6442622950819672
0158,550790091002,96,0.1908548707753479,0.07868852459016394
0158,550790092001,338,0.5738539898132428,0.27704918032786885
0159,550790060001,239,0.2928921568627451,0.19243156199677938
0159,550790060002,239,0.3157199471598415,0.19243156199677938
0159,550790061002,272,0.3675675675675676,0.21900161030595813
0159,550790061003,492,0.4915084915084915,0.3961352657004831
0160,550790060001,577,0.7071078431372549,0.36963484945547725
0160,550790061001,209,0.25059952038369304,0.133888532991672
0160,550790061002,266,0.35945945945945945,0.17040358744394618
0160,550790061003,509,0.5084915084915085,0.32607303010890454
0161,550790060003,540,0.5901639344262295,1
