ward,blockgroup,bedrooms,pct.of.blockgroup,pct.of.ward
0162,550790060002,518,0.6842800528401585,0.7204450625869263
0162,550790092001,201,0.34125636672325976,0.2795549374130737
0163,550790059001,508,0.46098003629764067,0.3135802469135803
0163,550790059002,469,0.5021413276231264,0.2895061728395062
0163,550790059003,398,0.6160990712074303,0.24567901234567902
0163,550790060003,245,0.2677595628415301,0.15123456790123457
0164,550790050002,613,0.5221465076660988,0.36531585220500595
0164,550790059001,594,0.5390199637023594,0.3539928486293206
0164,550790059002,465,0.49785867237687365,0.2771156138259833
0164,550790059003,6,0.009287925696594427,0.003575685339690107
0165,550790059003,242,0.37461300309597523,0.13123644251626898
0165,550790059004,783,1,0.42462039045553146
0165,550790060003,130,0.14207650273224043,0.07049891540130152
0165,550790092001,50,0.08488964346349745,0.027114967462039046
0165,550790093001,223,0.385146804835924,0.12093275488069415
0165,550790093003,416,0.44208289054197664,0.22559652928416485
0166,550790093001,158,0.27288428324697755,0.25732899022801303
0166,550790093002,272,0.2176,0.44299674267100975
0166,550790093003,184,0.19553666312433582,0.2996742671009772
0167,550790092002,232,0.22415458937198068,0.13264722698684964
0167,550790093001,198,0.34196891191709844,0.11320754716981132
0167,550790093002,978,0.7824,0.5591766723842195
0167,550790093003,341,0.36238044633368754,0.1949685534591195
0168,550790094001,855,1,0.2669372463315642
0168,550790094002,975,1,0.30440212300967845
0168,550790095001,942,1,0.294099281923197
0168,550790095002,431,0.5230582524271845,0.13456134873556042
0169,550790096001,874,0.7111472742066721,0.5306618093503339
0169,550790096002,773,1,0.4693381906496661
0170,550790097001,566,0.9725085910652921,0.4812925170068027
0170,550790097002,610,0.7134502923976608,0.5187074829931972
0171,550790122001,382,0.7609561752988048,0.5735735735735735
0171,550790122003,284,0.29989440337909185,0.4264264264264264
0172,550790122001,120,0.23904382470119523,0.18126888217522658
0172,550790122003,108,0.11404435058078141,0.16314199395770393
0172,550791861001,172,0.23855755894590847,0.2598187311178248
0172,550791861002,262,0.4316309719934102,0.3957703927492447
0173,550791858001,780,1,0.5256064690026954
0173,550791858002,697,1,0.4696765498652291
0173,550791861001,7,0.009708737864077669,0.0047169811320754715
0174,550790141001,1,0.016666666666666666,6.71591672263264e-4
0174,550791859001,928,1,0.623237071860309
0174,550791860001,5,0.016129032258064516,0.0033579583613163196
0174,550791862001,204,0.6296296296296297,0.13700470114170585
0174,550791862002,351,0.6737044145873321,0.23572867696440564
0175,550790114001,99,0.23741007194244604,0.31629392971246006
0175,550791856002,35,0.08101851851851852,0.11182108626198083
0175,550791860001,179,0.5774193548387097,0.5718849840255591
0176,550790114001,15,0.03597122302158273,0.078534031413612565
0176,550790141001,50,0.8333333333333334,0.2617801047120419
0176,550791860001,126,0.4064516129032258,0.6596858638743456
0177,550790106002,613,1,0.32658497602557274
0177,550790107002,584,0.6340933767643865,0.311134789557805
0177,550790114001,303,0.7266187050359713,0.161427810335642
0177,550791856002,377,0.8726851851851852,0.20085242408098028
0178,550790110001,196,0.3218390804597701,0.13620569840166782
0178,550790112001,650,0.9078212290502793,0.45170257123002083
0178,550790112002,593,1,0.4120917303683113
0179,550790108001,487,0.8589065255731922,0.5062370062370062
0179,550790108002,379,0.791231732776618,0.39397089397089397
0179,550790112001,66,0.09217877094972067,0.06860706860706861
0179,550791870003,30,0.6666666666666666,0.031185031185031187
0180,550790108001,61,0.10758377425044091,0.12448979591836734
0180,550791869001,40,0.547945205479452,0.08163265306122448
0180,550791870001,389,0.8493449781659389,0.7938775510204081
0181,550791869001,33,0.4520547945205479,0.9166666666666666
0181,550791874001,3,0.006787330316742082,0.08333333333333333
0182,550790108002,100,0.20876826722338204,0.3215434083601286
0182,550790110001,121,0.1986863711001642,0.3890675241157556
0182,550791870002,75,1,0.24115755627009647
0182,550791870003,15,0.3333333333333333,0.04823151125401929
0183,550790110001,292,0.4794745484400657,0.23304070231444532
0183,550790110002,85,0.7327586206896551,0.06783719074221868
0183,550790111001,517,1,0.412609736632083
0183,550790113001,359,0.9522546419098143,0.286512370311253
0184,550790110002,31,0.2672413793103448,0.34444444444444444
0184,550790111002,35,1,0.3888888888888889
0184,550790113001,18,0.04774535809018567,0.2
0184,550790113002,6,1,0.06666666666666667
0185,550790143001,22,1,0.36666666666666664
0185,550790143002,5,0.1388888888888889,0.08333333333333333
0185,550790144001,32,0.367816091954023,0.5333333333333333
0185,550790144002,1,0.017241379310344827,0.016666666666666666
0186,550790143002,31,0.8611111111111112,0.06950672645739911
0186,550790144001,55,0.632183908045977,0.12331838565022421
0186,550790144002,57,0.9827586206896551,0.12780269058295965
0186,550791874001,303,0.6855203619909502,0.679372197309417
0187,550791863002,73,0.5887096774193549,0.8021978021978022
0187,550791864001,6,0.6,0.06593406593406594
0187,550791874001,12,0.027149321266968326,0.13186813186813187
0188,550791863001,2,0.028985507246376812,0.037037037037037035
0188,550791863002,51,0.4112903225806452,0.9444444444444444
0188,550791864001,1,0.1,0.018518518518518517
0189,550790141001,9,0.15,0.01744186046511628
0189,550790146001,155,0.49363057324840764,0.3003875968992248
0189,550791862001,120,0.37037037037037035,0.23255813953488372
0189,550791862002,170,0.32629558541266795,0.32945736434108525
0189,550791863001,62,0.8985507246376812,0.12015503875968993
0190,550790146001,17,0.054140127388535034,0.1619047619047619
0190,550790146002,2,0.125,0.01904761904761905
0190,550790149001,45,0.26627218934911245,0.42857142857142855
0190,550791863001,5,0.07246376811594203,0.047619047619047616
0190,550791864001,3,0.3,0.02857142857142857
0190,550791864002,22,0.6470588235294118,0.20952380952380953
0190,550791868001,11,0.025404157043879907,0.10476190476190476
0191,550790147002,3,0.029411764705882353,0.1111111111111111
0191,550790148002,24,0.2891566265060241,0.8888888888888888
0192,550790146001,142,0.45222929936305734,0.29707112970711297
0192,550790146002,14,0.875,0.029288702928870293
0192,550790147001,232,0.8689138576779026,0.48535564853556484
0192,550790147002,65,0.6372549019607843,0.13598326359832635
0192,550790148001,25,0.06067961165048544,0.05230125523012552
0193,550790122002,26,0.044905008635578586,0.015312131919905771
0193,550790122003,48,0.050686378035902854,0.028268551236749116
0193,550790136001,73,0.13059033989266547,0.04299175500588928
0193,550790137001,344,0.8094117647058824,0.20259128386336867
0193,550790148001,320,0.7766990291262136,0.18845700824499412
0193,550791861001,542,0.7517337031900139,0.31919905771495877
0193,550791861002,345,0.5683690280065898,0.20318021201413428
0194,550790147001,35,0.13108614232209737,0.1794871794871795
0194,550790147002,34,0.3333333333333333,0.17435897435897435
0194,550790148001,67,0.16262135922330098,0.3435897435897436
0194,550790148002,59,0.7108433734939759,0.30256410256410254
0195,550790136001,82,0.14669051878354203,0.21079691516709512
0195,550790136002,53,0.13802083333333334,0.13624678663239073
0195,550790137001,81,0.19058823529411764,0.20822622107969152
0195,550790137002,173,1,0.44473007712082263
0196,550790134001,487,1,0.3711890243902439
0196,550790134002,369,0.5410557184750733,0.28125
0196,550790149001,124,0.7337278106508875,0.09451219512195122
0196,550790149002,331,1,0.25228658536585363
0196,550791864002,1,0.029411764705882353,7.621951219512195e-4
0197,550790134002,313,0.45894428152492667,0.3868974042027194
0197,550790134003,496,1,0.6131025957972805
0198,550790135001,210,1,0.3684210526315789
0198,550790135002,133,1,0.23333333333333334
0198,550790136001,84,0.15026833631484796,0.14736842105263157
0198,550790136002,143,0.3723958333333333,0.25087719298245614
0199,550790136001,320,0.5724508050089445,0.6299212598425197
0199,550790136002,188,0.4895833333333333,0.3700787401574803
0200,550790122002,553,0.9550949913644214,0.5216981132075472
0200,550790122003,507,0.5353748680042238,0.47830188679245284
0201,550790123001,775,1,1
0202,550790124001,1412,1,0.98397212543554
0202,550790125001,23,0.03146374829001368,0.01602787456445993
0203,550790095002,393,0.47694174757281554,0.21072386058981232
0203,550790095003,880,1,0.4718498659517426
0203,550790124002,591,0.5851485148514851,0.31689008042895445
0203,550790125002,1,7.429420505200594e-4,5.361930294906167e-4
0204,550790094003,1183,1,0.7384519350811486
0204,550790124002,419,0.41485148514851483,0.2615480649188514
0205,550790125001,131,0.17920656634746923,0.10693877551020409
0205,550790125002,1059,0.7867756315007429,0.8644897959183674
0205,550790126001,35,0.04,0.02857142857142857
0206,550790125001,573,0.7838577291381669,0.48890784982935154
0206,550790125002,286,0.212481426448737,0.2440273037542662
0206,550790126001,313,0.3577142857142857,0.26706484641638223
0207,550790125001,2,0.0027359781121751026,0.0013097576948264572
0207,550790126001,527,0.6022857142857143,0.34512115258677145
0207,550790126002,731,1,0.47871643745907005
0207,550790129001,160,0.13212221304706853,0.10478061558611657
0207,550790130001,107,0.10615079365079365,0.07007203667321546
0208,550790126003,799,0.9290697674418604,0.5610955056179775
0208,550790129002,625,0.573921028466483,0.43890449438202245
0209,550790126003,61,0.07093023255813953,0.04244954766875435
0209,550790127001,1376,1,0.9575504523312457
0210,550790128001,905,0.8044444444444444,0.9794372294372294
0210,550790128002,19,0.019230769230769232,0.020562770562770564
0211,550790128001,220,0.19555555555555557,0.18502943650126155
0211,550790128002,969,0.9807692307692307,0.8149705634987384
0212,550790129001,807,0.6663914120561519,0.4020926756352765
0212,550790129002,464,0.426078971533517,0.2311908320876931
0212,550790129003,736,1,0.3667164922770304
0213,550790129001,244,0.2014863748967795,0.14654654654654656
0213,550790130001,901,0.8938492063492064,0.5411411411411411
0213,550790130002,519,1,0.3117117117117117
0213,550791868001,1,0.0023094688221709007,6.006006006006006e-4
0214,550790125001,2,0.0027359781121751026,0.0019011406844106464
0214,550790133001,1050,1,0.9980988593155894
0215,550790159001,279,0.34444444444444444,0.2390745501285347
0215,550790160001,871,1,0.7463581833761782
0215,550791868001,17,0.03926096997690531,0.01456726649528706
0216,550790160002,658,0.44369521240728255,0.618421052631579
0216,550790161003,406,0.3780260707635009,0.3815789473684211
0217,550790161002,175,0.17766497461928935,0.09318423855165069
0217,550790161003,592,0.5512104283054003,0.3152289669861555
0217,550790171002,831,1,0.4424920127795527
0217,550790172001,280,0.27860696517412936,0.14909478168264112
0218,550790161001,281,0.44462025316455694,0.11846543001686341
0218,550790161002,389,0.3949238578680203,0.1639966273187184
0218,550790171001,1215,1,0.5122259696458684
0218,550790172001,487,0.4845771144278607,0.20531197301854975
0219,550790160002,825,0.5563047875927175,0.4931261207411835
0219,550790161001,351,0.555379746835443,0.20980274955170353
0219,550790161002,421,0.42741116751269037,0.25164375373580394
0219,550790161003,76,0.07076350093109869,0.045427375971309025
0220,550790159002,978,1,0.5988977342314759
0220,550790162002,302,0.42715700141442714,0.18493570116350275
0220,550790162003,353,0.5372907153729072,0.21616656460502143
0221,550790162003,304,0.4627092846270928,0.11847233047544817
0221,550790170004,1024,1,0.3990646921278254
0221,550790170005,870,1,0.33904910366328916
0221,550790173001,368,0.4088888888888889,0.14341387373343725
0222,550790162001,248,0.26695371367061355,0.1321257325519446
0222,550790162002,405,0.5728429985855729,0.21576984549813533
0222,550790163004,89,0.07349298100743187,0.047416089504528504
0222,550790169001,20,0.022296544035674472,0.010655301012253596
0222,550790169002,59,0.05529522024367385,0.03143313798614811
0222,550790170001,754,1,0.40170484816196056
0222,550790170002,302,0.4253521126760563,0.1608950452850293
0223,550790169002,172,0.16119962511715089,0.07488027862429256
0223,550790169003,13,0.01867816091954023,0.0056595559425337396
0223,550790170002,408,0.5746478873239437,0.17762298650413583
0223,550790170003,795,1,0.3461036134087941
0223,550790173003,909,0.808,0.3957335655202438
0224,550790169001,263,0.2931995540691193,0.1317635270541082
0224,550790169002,477,0.44704779756326146,0.23897795591182364
0224,550790169003,270,0.3879310344827586,0.13527054108216433
0224,550790174001,512,0.5104685942173479,0.2565130260521042
0224,550790174002,474,0.4397031539888683,0.2374749498997996
0225,550790162001,236,0.25403659849300325,0.12196382428940568
0225,550790163003,589,0.8342776203966006,0.30439276485788114
0225,550790163004,897,0.740710156895128,0.4635658914728682
0225,550790169001,208,0.2318840579710145,0.10749354005167959
0225,550790169002,5,0.004686035613870665,0.002583979328165375
0226,550790159003,381,0.7728194726166329,0.4612590799031477
0226,550790162001,445,0.4790096878363832,0.5387409200968523
0227,550790158001,274,0.524904214559387,0.25137614678899084
0227,550790159001,531,0.6555555555555556,0.4871559633027523
0227,550791864002,11,0.3235294117647059,0.010091743119266056
0227,550791868001,274,0.6327944572748267,0.25137614678899084
0228,550790157001,66,0.20754716981132076,0.047619047619047616
0228,550790157002,111,0.16666666666666666,0.08008658008658008
0228,550790157004,258,0.3975346687211094,0.18614718614718614
0228,550790158002,631,1,0.45526695526695526
0228,550790158003,320,0.4419889502762431,0.23088023088023088
0229,550790163001,877,0.9022633744855967,0.5728282168517309
0229,550790163002,312,0.609375,0.2037883736120183
0229,550790163003,117,0.16572237960339944,0.07642064010450686
0229,550790163004,225,0.18579686209744012,0.14696276943174397
0230,550790168001,216,0.30725462304409673,0.10609037328094302
0230,550790168002,228,0.3683360258481422,0.11198428290766209
0230,550790168003,419,0.4988095238095238,0.20579567779960709
0230,550790169001,406,0.45261984392419174,0.1994106090373281
0230,550790169002,354,0.33177132146204313,0.1738703339882122
0230,550790169003,413,0.5933908045977011,0.20284872298624754
0231,550790163001,95,0.09773662551440329,0.0794979079497908
0231,550790163002,200,0.390625,0.16736401673640167
0231,550790164002,129,0.1519434628975265,0.10794979079497909
0231,550790164003,535,0.6629491945477075,0.4476987447698745
0231,550790168001,236,0.3357041251778094,0.19748953974895397
0232,550790164002,79,0.09305064782096584,0.07287822878228782
0232,550790164003,272,0.33705080545229243,0.25092250922509224
0232,550790164004,733,1,0.6761992619926199
0233,550790157001,136,0.4276729559748428,0.17871222076215507
0233,550790157002,79,0.11861861861861862,0.1038107752956636
0233,550790157003,155,0.37349397590361444,0.20367936925098554
0233,550790157004,391,0.6024653312788906,0.5137976346911958
0234,550790157001,116,0.36477987421383645,0.11717171717171718
0234,550790157002,476,0.7147147147147147,0.4808080808080808
0234,550791865002,268,0.4785714285714286,0.27070707070707073
0234,550791868001,130,0.3002309468822171,0.13131313131313133
0235,550790165002,47,0.08377896613190731,0.04044750430292599
0235,550790165003,36,0.05844155844155844,0.03098106712564544
0235,550791865001,830,0.9110867178924259,0.7142857142857143
0235,550791865002,125,0.22321428571428573,0.10757314974182444
0235,550791874001,124,0.28054298642533937,0.10671256454388985
0236,550790157003,260,0.6265060240963856,0.20967741935483872
0236,550790164001,472,1,0.38064516129032255
0236,550790165001,280,0.5118829981718465,0.22580645161290322
0236,550790165002,61,0.10873440285204991,0.049193548387096775
0236,550791865002,167,0.2982142857142857,0.1346774193548387
0237,550790164002,641,0.7550058892815077,0.4256308100929615
0237,550790165001,267,0.48811700182815354,0.17729083665338646
0237,550790165002,220,0.39215686274509803,0.1460823373173971
0237,550790167001,279,0.5176252319109462,0.1852589641434263
0237,550790168001,99,0.14082503556187767,0.06573705179282868
0238,550790167001,186,0.3450834879406308,0.09743321110529073
0238,550790167002,71,0.12746858168761221,0.03719224724986904
0238,550790167003,688,0.709278350515464,0.3603981141959141
0238,550790168001,152,0.21621621621621623,0.07962283918281823
0238,550790168002,391,0.6316639741518578,0.20481927710843373
0238,550790168003,421,0.5011904761904762,0.22053431115767416
0239,550790166001,534,0.985239852398524,0.3510848126232742
0239,550790166002,145,0.232,0.09533201840894148
0239,550790167001,74,0.137291280148423,0.04865220249835635
0239,550790167002,486,0.8725314183123878,0.31952662721893493
0239,550790167003,282,0.2907216494845361,0.1854043392504931
0240,550790165002,233,0.41532976827094475,0.1699489423778264
0240,550790165003,580,0.9415584415584416,0.42304886943836617
0240,550790166001,8,0.014760147601476014,0.005835156819839533
0240,550790166002,469,0.7504,0.34208606856309265
0240,550791865001,81,0.0889132821075741,0.05908096280087528
0241,550790166002,2,0.0032,0.0012461059190031153
0241,550790179001,156,0.36027713625866054,0.09719626168224299
0241,550790180001,1398,0.5128393250183418,0.8710280373831776
0241,550791866001,49,0.06481481481481481,0.030529595015576325
0242,550790180001,1328,0.4871606749816581,1
0243,550790181001,797,0.8345549738219895,0.4978138663335415
0243,550790181002,804,0.9220183486238532,0.5021861336664585
0244,550790182001,1025,0.9201077199281867,0.7254069355980184
0244,550790182002,56,0.05982905982905983,0.039631988676574664
0244,550790183001,332,0.34156378600823045,0.23496107572540695
0245,550790182001,89,0.07989228007181329,0.0712
0245,550790182002,879,0.9391025641025641,0.7032
0245,550790183001,282,0.29012345679012347,0.2256
0246,550790181001,158,0.16544502617801046,0.07019102621057308
0246,550790181002,68,0.0779816513761468,0.030208796090626388
0246,550790183001,127,0.13065843621399176,0.056419369169258105
0246,550790183002,699,0.7715231788079471,0.31052865393158596
0246,550790183003,797,1,0.35406486006219456
0246,550790184001,402,0.459954233409611,0.1785872945357619
0247,550790184001,453,0.5183066361556065,0.39982347749338043
0247,550790184002,680,0.9883720930232558,0.6001765225066196
0248,550790179001,223,0.5150115473441108,0.10054102795311091
0248,550790179002,528,0.7292817679558011,0.23805229936880073
0248,550790179003,1279,1,0.5766456266907124
0248,550790179004,169,0.29037800687285226,0.07619477006311992
0248,550790184001,19,0.021739130434782608,0.008566275924256087
0249,550790166002,9,0.0144,0.0055658627087198514
0249,550791866001,707,0.9351851851851852,0.43722943722943725
0249,550791866002,901,1,0.557204700061843
0250,550790176001,1202,1,1
0251,550790176002,902,0.8939544103072349,0.8631578947368421
0251,550790186001,143,0.1874180865006553,0.1368421052631579
0252,550790186002,464,1,0.3118279569892473
0252,550790186003,670,1,0.45026881720430106
0252,550790187003,354,0.34705882352941175,0.23790322580645162
0253,550790187002,644,1,1
0254,550790175002,470,0.5964467005076142,0.5465116279069767
0254,550790175003,283,0.4149560117302053,0.32906976744186045
0254,550790176002,107,0.10604558969276512,0.12441860465116279
0255,550790175001,591,1,0.5777126099706745
0255,550790175002,318,0.4035532994923858,0.31085043988269795
0255,550790175003,114,0.16715542521994134,0.11143695014662756
0256,550790174001,268,0.26719840478564305,0.19633699633699633
0256,550790175003,285,0.4178885630498534,0.2087912087912088
0256,550790175004,812,1,0.5948717948717949
0257,550790174001,223,0.22233300099700898,0.09620362381363244
0257,550790174002,604,0.5602968460111317,0.26056945642795515
0257,550790188001,588,1,0.25366695427092323
0257,550790188002,903,0.9847328244274809,0.3895599654874892
0258,550790173001,532,0.5911111111111111,0.21434327155519742
0258,550790173002,893,1,0.3597904915390814
0258,550790173003,216,0.192,0.08702659145850121
0258,550790188002,14,0.015267175572519083,0.0056406124093473006
0258,550790189001,824,0.5802816901408451,0.33199033037872683
0258,550790201003,3,0.002932551319648094,0.0012087026591458502
0259,550790172001,238,0.23681592039800994,0.14764267990074442
0259,550790172002,1001,1,0.6209677419354839
0259,550790189001,361,0.25422535211267605,0.2239454094292804
0259,550790190001,12,0.05429864253393665,0.007444168734491315
0260,550790189001,235,0.16549295774647887,0.2876376988984088
0260,550790190001,1,0.004524886877828055,0.0012239902080783353
0260,550790190002,88,0.10232558139534884,0.10771113831089352
0260,550790200001,493,0.3539124192390524,0.6034271725826194
0261,550790190002,772,0.8976744186046511,0.6923766816143497
0261,550790190003,343,0.27661290322580645,0.3076233183856502
0262,550790190003,897,0.7233870967741935,0.4152777777777778
0262,550790190004,1020,1,0.4722222222222222
0262,550790190005,243,0.2688053097345133,0.1125
0263,550790190001,208,0.9411764705882353,0.24355971896955503
0263,550790190005,646,0.7146017699115044,0.7564402810304449
0264,550790190005,15,0.016592920353982302,0.007208073041806823
0264,550790192001,777,1,0.3733781835655935
0264,550790192002,746,1,0.3584814992791927
0264,550790192003,543,0.6926020408163265,0.26093224411340704
0265,550790192003,241,0.30739795918367346,0.1751453488372093
0265,550790192004,21,0.020854021847070508,0.015261627906976744
0265,550790193001,866,1,0.6293604651162791
0265,550790193002,248,0.3042944785276074,0.18023255813953487
0266,550790193002,146,0.17914110429447852,0.09401159047005796
0266,550790193003,674,0.928374655647383,0.4339987121699936
0266,550790193004,733,1,0.4719896973599485
0267,550790192004,986,0.9791459781529295,0.6758053461274846
0267,550790193002,421,0.5165644171779141,0.28855380397532554
0267,550790193003,52,0.07162534435261708,0.03564084989718986
0268,550790196001,585,0.715158924205379,0.1908023483365949
0268,550790198001,1110,1,0.36203522504892366
0268,550790198004,491,0.6689373297002725,0.16014350945857794
0268,550790198005,880,0.6712433257055682,0.28701891715590344
0269,550790196001,233,0.28484107579462103,0.18146417445482865
0269,550790196002,777,1,0.6051401869158879
0269,550790196003,274,0.3931133428981349,0.21339563862928349
0270,550790195001,47,0.031907671418873046,0.029974489795918366
0270,550790196003,423,0.6068866571018652,0.2697704081632653
0270,550790196004,985,1,0.6281887755102041
0270,550790197004,113,0.09479865771812081,0.07206632653061225
0271,550790194001,1317,1,0.7057877813504824
0271,550790194002,549,0.5,0.2942122186495177
0272,550790194002,549,0.5,0.3327272727272727
0272,550790195001,347,0.2355736591989138,0.2103030303030303
0272,550790195002,754,0.35887672536887194,0.45696969696969697
0273,550790195001,590,0.40054310930074677,0.45454545454545453
0273,550790195002,708,0.3369823893384103,0.5454545454545454
0274,550790195001,489,0.3319755600814664,0.3835294117647059
0274,550790195002,639,0.30414088529271777,0.5011764705882353
0274,550790197004,147,0.12332214765100671,0.11529411764705882
0275,550790197003,1084,1,0.5376984126984127
0275,550790197004,932,0.7818791946308725,0.4623015873015873
0276,550790197001,864,0.993103448275862,0.3700214132762313
0276,550790197002,1471,1,0.6299785867237687
0277,550790197001,6,0.006896551724137931,0.0029354207436399216
0277,550790198002,222,0.3512658227848101,0.1086105675146771
0277,550790198003,928,1,0.45401174168297453
0277,550790198004,243,0.3310626702997275,0.11888454011741682
0277,550790199004,645,1,0.3155577299412916
0278,550790199002,879,1,0.6260683760683761
0278,550790199003,525,1,0.37393162393162394
0279,550790198002,410,0.6487341772151899,0.17012448132780084
0279,550790198005,431,0.32875667429443173,0.17883817427385892
0279,550790199001,737,1,0.3058091286307054
0279,550790199005,832,1,0.34522821576763485
0280,550790191001,948,1,0.400676246830093
0280,550790191002,782,1,0.3305156382079459
0280,550790191003,636,1,0.2688081149619611
0281,550790200001,900,0.6460875807609476,0.5642633228840125
0281,550790200002,695,0.9599447513812155,0.43573667711598746
0282,550790200002,15,0.020718232044198894,1
0283,550790201002,5,0.04310344827586207,0.0035612535612535613
0283,550790201003,64,0.06256109481915934,0.045584045584045586
0283,550790202001,162,0.18120805369127516,0.11538461538461539
0283,550790202002,342,0.3247863247863248,0.24358974358974358
0283,550790202003,831,0.969661610268378,0.5918803418803419
0284,550790201001,2,0.0017953321364452424,0.0018726591760299626
0284,550790201002,110,0.9482758620689655,0.10299625468164794
0284,550790201003,956,0.9345063538611925,0.8951310861423221
0285,550790187003,149,0.14607843137254903,0.3225108225108225
0285,550790201001,27,0.02423698384201077,0.05844155844155844
0285,550790204001,286,0.2744721689059501,0.6190476190476191
0286,550790201001,372,0.3339317773788151,0.36795252225519287
0286,550790201002,1,0.008620689655172414,9.891196834817012e-4
0286,550790204001,242,0.23224568138195778,0.23936696340257171
0286,550790204003,396,0.45569620253164556,0.3916913946587537
0287,550790201001,691,0.6202872531418312,0.6625119846596357
0287,550790203002,352,0.16258660508083142,0.3374880153403643
0288,550790202001,732,0.8187919463087249,0.29128531635495425
0288,550790202002,353,0.3352326685660019,0.14046955829685634
0288,550790203001,389,0.2255072463768116,0.1547950656585754
0288,550790203002,1039,0.47990762124711317,0.413450059689614
0289,550790203001,449,0.26028985507246377,0.2497219132369299
0289,550790203002,417,0.19260969976905312,0.23192436040044495
0289,550790204003,473,0.5443037974683544,0.26307007786429365
0289,550790205003,459,0.5139977603583427,0.25528364849833146
0290,550790187003,203,0.19901960784313724,0.11768115942028985
0290,550790204001,514,0.4932821497120921,0.29797101449275365
0290,550790204002,784,1,0.4544927536231884
0290,550790205001,123,0.13804713804713806,0.07130434782608695
0290,550790205003,101,0.11310190369540873,0.058550724637681156
0291,550790205001,768,0.8619528619528619,0.46153846153846156
0291,550790205002,775,0.9215219976218787,0.4657451923076923
0291,550790205003,121,0.135498320268757,0.07271634615384616
0292,550790185001,323,0.35223555070883317,0.21706989247311828
0292,550790203001,887,0.5142028985507247,0.5961021505376344
0292,550790205002,66,0.07847800237812129,0.04435483870967742
0292,550790205003,212,0.2374020156774916,0.1424731182795699
0293,550790185001,594,0.6477644492911668,0.37714285714285717
0293,550790185002,981,1,0.6228571428571429
0294,550790206001,745,0.40226781857451405,0.6223893065998329
0294,550790206002,452,0.21720326765977896,0.37761069340016706
0295,550790206001,1032,0.5572354211663066,0.7122153209109731
0295,550790206002,417,0.2003844305622297,0.28778467908902694
0296,550790206002,230,0.11052378664103796,0.13210798391728892
0296,550790207004,814,1,0.4675473865594486
0296,550790207005,697,1,0.4003446295232625
0297,550790206001,75,0.04049676025917927,0.05193905817174515
0297,550790206002,982,0.4718885151369534,0.6800554016620498
0297,550790207006,387,0.4201954397394137,0.268005540166205
0298,550790183001,231,0.23765432098765432,0.17473524962178516
0298,550790183002,207,0.22847682119205298,0.15658093797276854
0298,550790207001,349,0.44572158365261816,0.2639939485627837
0298,550790207006,534,0.5798045602605864,0.4039334341906203
0298,550790208001,1,0.0015290519877675841,7.564296520423601e-4
0299,550790208001,653,0.9984709480122325,0.42210730446024564
0299,550790208002,1,0.0011123470522803114,6.464124111182935e-4
0299,550790208003,568,0.8219971056439942,0.36716224951519066
0299,550790208005,325,0.4458161865569273,0.21008403361344538
0300,550790182002,1,0.0010683760683760685,4.6274872744099955e-4
0300,550790208002,898,0.9988876529477196,0.4155483572420176
0300,550790208003,123,0.17800289435600578,0.056918093475242945
0300,550790208004,735,1,0.34012031466913467
0300,550790208005,404,0.5541838134430727,0.1869504858861638
0301,550790207001,434,0.5542784163473818,0.20346929207688702
0301,550790207002,631,1,0.29582747304266294
0301,550790207003,1068,1,0.5007032348804501
0302,550790209001,746,1,0.5465201465201465
0302,550790209002,84,0.07560756075607561,0.06153846153846154
0302,550790209003,535,0.5667372881355932,0.39194139194139194
0303,550790209002,1027,0.9243924392439244,0.4624043223773075
0303,550790209003,409,0.4332627118644068,0.18415128320576318
0303,550790210002,785,0.5497198879551821,0.3534443944169293
0304,550790211001,330,0.19939577039274925,0.2018348623853211
0304,550790212001,1243,1,0.7602446483180428
0304,550790212002,62,0.21453287197231835,0.037920489296636085
0305,550790211001,1325,0.8006042296072508,0.8745874587458746
0305,550790212002,190,0.657439446366782,0.1254125412541254
0306,550790202002,358,0.33998100664767333,0.34095238095238095
0306,550790202003,26,0.030338389731621937,0.024761904761904763
0306,550790203002,357,0.16489607390300232,0.34
0306,550790213001,309,0.2788808664259928,0.29428571428571426
0307,550790213001,799,0.7211191335740073,0.46588921282798834
0307,550790214001,325,0.3540305010893246,0.18950437317784258
0307,550790214002,591,0.9516908212560387,0.3446064139941691
0308,550790212002,37,0.12802768166089964,0.05606060606060606
0308,550790214001,593,0.6459694989106753,0.8984848484848484
0308,550790214002,30,0.04830917874396135,0.045454545454545456
0309,550790215001,867,1,0.39124548736462095
0309,550790215003,1016,1,0.4584837545126354
0309,550790216002,333,0.22839506172839505,0.15027075812274368
0310,550790216002,634,0.4348422496570645,1
0311,550790216001,618,0.41145139813581894,1
0312,550790215002,1313,1,0.7278270509977827
0312,550790216002,491,0.33676268861454045,0.2721729490022173
0313,550790217002,697,0.49119097956307256,0.2459421312632322
0313,550790217003,522,0.3577793008910212,0.18419195483415668
0313,550790218001,274,1,0.09668313338038109
0313,550790218002,635,1,0.2240649258997883
0313,550790218003,706,1,0.2491178546224418
0314,550790217001,724,1,0.5727848101265823
0314,550790217002,540,0.38054968287526425,0.4272151898734177
0315,550790217002,182,0.12825933756166313,0.07711864406779662
0315,550790217003,937,0.6422206991089787,0.39703389830508473
0315,550790217004,960,1,0.4067796610169492
0315,550790217005,281,0.28879753340184994,0.11906779661016949
0316,550790216001,884,0.5885486018641811,0.580814717477004
0316,550790217005,638,0.6557040082219938,0.4191852825229961
